"","kmeans_cluster"
"YWHAH",13
"YY1",13
"ZAK",13
"ZBED3",13
"ZBTB12",13
"ZBTB14",13
"ZBTB18",13
"ZBTB9",13
"ZC2HC1A",13
"ZC3H12D",13
"ZC3H7B",13
"ZC3HAV1",13
"ZCCHC2",13
"ZCWPW2",13
"ZDHHC13",13
"ZFAND3",13
"ZFP120",13
"ZFP160",13
"ZFP202",13
"ZFP275",13
"ZFP341",13
"ZFP346",13
"ZFP35",13
"ZFP386",13
"ZFP422",13
"ZFP472",13
"ZFP62",13
"ZFP622",13
"ZFP653",13
"ZFP654",13
"ZFP691",13
"ZFP709",13
"ZFP710",13
"ZFP740",13
"ZFP746",13
"ZFP763",13
"ZFP808",13
"ZFP90",13
"ZFP935",13
"ZFPL1",13
"ZFR2",13
"ZGPAT",13
"ZMYM5",13
"ZMYND8",13
"ZRANB3",13
"0610043K17RIK",14
"1700001G11RIK",14
"1700019D03RIK",14
"1810013D15RIK",14
"2300009A05RIK",14
"2310044K18RIK",14
"3110009E18RIK",14
"3110053B16RIK",14
"4930412O13RIK",14
"4930535L15RIK",14
"4930550C14RIK",14
"4930558K02RIK",14
"4931406P16RIK",14
"4931428F04RIK",14
"A130057D12RIK",14
"A230056P14RIK",14
"A830010M20RIK",14
"ACOT8",14
"ADAMTSL5",14
"AGAP3",14
"AI837181",14
"ALKBH2",14
"ANAPC10",14
"ANKRD60",14
"AP1AR",14
"ARHGAP18",14
"ARPC5",14
"ASPH",14
"ATF7",14
"ATHL1",14
"ATL1",14
"BAHD1",14
"BATF",14
"BC017158",14
"BCL6B",14
"BMPR1A",14
"BOD1",14
"BPTF",14
"C1GALT1C1",14
"CAAA01093158.1",14
"CASP12",14
"CCAR2",14
"CCDC112",14
"CCDC14",14
"CCDC71L",14
"CCND1",14
"CD53",14
"CD9",14
"CDC14A",14
"CEP57L1",14
"CHAC2",14
"CHD9",14
"CHPF2",14
"CHSY1",14
"CIAPIN1",14
"CLDN23",14
"CMTM3",14
"CNR2",14
"COX6A1",14
"CPEB4",14
"CSRP2",14
"CST3",14
"CXXC4",14
"DAB2IP",14
"DCK",14
"DCUN1D3",14
"DDR1",14
"DDX39",14
"DDX54",14
"DERL3",14
"DMRTA1",14
"DNAH3",14
"DNAJC15",14
"DOT1L",14
"DST",14
"E2F4",14
"EEF2KMT",14
"EEPD1",14
"EGLN2",14
"EIF3B",14
"ELP3",14
"EML3",14
"ERICH1",14
"ERLEC1",14
"ETFDH",14
"EXO5",14
"F730035P03RIK",14
"FAM105A",14
"FAM120AOS",14
"FAM35A",14
"FAM98B",14
"FAN1",14
"FOXJ3",14
"FSHB",14
"GALNT7",14
"GCFC2",14
"GFPT1",14
"GIMAP8",14
"GM10030",14
"GM10382",14
"GM10699",14
"GM12762",14
"GM12996",14
"GM13139",14
"GM13173",14
"GM14009",14
"GM14051",14
"GM14283",14
"GM14453",14
"GM15506",14
"GM17344",14
"GM20489",14
"GM22106",14
"GM22604",14
"GM22778",14
"GM22879",14
"GM23450",14
"GM23639",14
"GM23640",14
"GM26050",14
"GM26238",14
"GM26841",14
"GM28016",14
"GM32999",14
"GM34267",14
"GM37073",14
"GM37472",14
"GM37728",14
"GM37935",14
"GM38200",14
"GM38304",14
"GM4409",14
"GM6081",14
"GM9358",14
"GPSM1",14
"GTF2A1",14
"GTF2H2",14
"GTPBP4",14
"GUCD1",14
"GYPA",14
"H2-Q10",14
"HABP4",14
"HIBCH",14
"HINT3",14
"HSPA8",14
"HTR2A",14
"IGF2R",14
"IGHM",14
"IL17RA",14
"IL4RA",14
"ILVBL",14
"IRX5",14
"ITPKA",14
"ITPKC",14
"IVNS1ABP",14
"JAZF1",14
"KDM1B",14
"KDM4D",14
"LANCL1",14
"LDOC1L",14
"LIG3",14
"LPXN",14
"LRP6",14
"LY6C2",14
"LYNX1",14
"MAP3K12",14
"MCM2",14
"MILR1",14
"MIR124A-3",14
"MIR145A",14
"MIR17HG",14
"MIR1903",14
"MIR1931",14
"MIR3101",14
"MIR7045",14
"MIR7085",14
"MIR7655",14
"MLLT6",14
"MRPL23",14
"MST1R",14
"MTERF1B",14
"MYG1",14
"MYL4",14
"MYO6",14
"NDUFA8",14
"NDUFAF2",14
"NDUFS1",14
"NINJ2",14
"NMUR1",14
"NPL",14
"NRAS",14
"NRF1",14
"NRN1L",14
"NT5C2",14
"NUGGC",14
"NUP50",14
"OLFML3",14
"OPN5",14
"OST4",14
"PADI2",14
"PAN3",14
"PANCT2",14
"PARP1",14
"PARP16",14
"PBLD2",14
"PCNA",14
"PCP4",14
"PECR",14
"PGGT1B",14
"PI4KB",14
"PIAS1",14
"PIAS2",14
"PIK3CG",14
"PIN4",14
"PLEC",14
"POLR2M",14
"PPP4R4",14
"PRC1",14
"PRKACA",14
"PRKCI",14
"PRKCSH",14
"PROSER3",14
"PUS3",14
"PXYLP1",14
"RAC3",14
"RAF1",14
"RALGDS",14
"RASSF1",14
"RBBP7",14
"RBBP8",14
"RBM33",14
"RCOR2",14
"RCOR3",14
"RIMS2",14
"RLF",14
"RNASEH2B",14
"RNF19A",14
"RNF38",14
"RP23-153H17.7",14
"RP23-296J10.10",14
"RP23-306G1.11",14
"RP23-49L8.4",14
"RP24-166N8.9",14
"RP24-179I4.3",14
"RP24-316L21.3",14
"RP31-PS19",14
"RPP30",14
"RPS24",14
"RPSA",14
"RRM2B",14
"RSF1",14
"RWDD1",14
"S100A11",14
"SAFB",14
"SCAF11",14
"SCRIB",14
"SECTM1B",14
"SEMA4D",14
"SGCB",14
"SHF",14
"SKA3",14
"SLBP",14
"SLC25A19",14
"SLC27A2",14
"SMARCD3",14
"SMIM19",14
"SMN1",14
"SNCB",14
"SNORA24",14
"SNORA68",14
"SPIRE2",14
"SPR-PS1",14
"SPRED1",14
"SPRYD7",14
"SQLE",14
"SRC",14
"SRXN1",14
"ST6GALNAC4",14
"STAM",14
"SUCLA2",14
"SUCO",14
"SUN3",14
"TACR2",14
"TBC1D5",14
"TCRG-V4",14
"TCSTV3",14
"TCTEX1D4",14
"THRB",14
"TIMM17B",14
"TM2D3",14
"TMED10",14
"TMEM156",14
"TMEM168",14
"TMEM169",14
"TMIGD3",14
"TONSL",14
"TRAPPC10",14
"TRAPPC8",14
"TRBJ2-5",14
"TRBJ2-6",14
"TRIM36",14
"TRPM4",14
"TRRAP",14
"0610011F06RIK",15
"1110038F14RIK",15
"1700018M17RIK",15
"1700022I11RIK",15
"1700028B04RIK",15
"1700030A11RIK",15
"1700047M11RIK",15
"1700048M11RIK",15
"1700071G01RIK",15
"2010204K13RIK",15
"2210013O21RIK",15
"3110067C02RIK",15
"4930445N08RIK",15
"4930470G03RIK",15
"4930481A15RIK",15
"4930503L19RIK",15
"4930524O08RIK",15
"5830418P13RIK",15
"9230116N13RIK",15
"9630013D21RIK",15
"9830004L10RIK",15
"A630095N17RIK",15
"A930002H24RIK",15
"ABHD16A",15
"AC079956.1",15
"AC104930.1",15
"ACAD8",15
"ACADM",15
"ACBD4",15
"ACSS3",15
"ACTR3B",15
"ADAMTS16",15
"ADGRG1",15
"ADORA2B",15
"AEBP2",15
"AF357399",15
"AHDC1",15
"AHRR",15
"AK4",15
"AL845457.1",15
"ALDH2",15
"ALKBH4",15
"AMOTL2",15
"AMPD2",15
"ANAPC11",15
"ANPEP",15
"APH1B",15
"APRT",15
"ARHGDIG",15
"ARHGEF3",15
"ARRB1",15
"ATG4B",15
"ATP1B1",15
"B130024G19RIK",15
"BC055111",15
"BHLHA9",15
"BMP7",15
"BMP8B",15
"BRDT",15
"C230014O12RIK",15
"CALY",15
"CBX2",15
"CCDC116",15
"CCDC13",15
"CCDC62",15
"CCDC84",15
"CCNA2",15
"CCND3-PS",15
"CDH5",15
"CDKN2C",15
"CEBPA",15
"CEBPD",15
"CENPB",15
"CEP89",15
"CHCHD1",15
"CHEK1",15
"CLCC1",15
"CPSF6",15
"CPT1B",15
"CRB3",15
"CRYBB1",15
"CSTF2T",15
"CXCL2",15
"CXCL5",15
"CYTH4",15
"D930048N14RIK",15
"DBIL5",15
"DBNDD2",15
"DCAF13",15
"DDX18",15
"DDX3X",15
"DHX30",15
"DHX37",15
"DIAP3",15
"DNAJA3",15
"DNAJC11",15
"DNAJC16",15
"DNAJC3",15
"DNMT1",15
"DNMT3L",15
"DOHH",15
"DTYMK",15
"DVL2",15
"E130304I02RIK",15
"ELP6",15
"EMC2",15
"ENHO",15
"ENKD1",15
"ERO1L",15
"ESYT1",15
"ETV4",15
"FABP5L2",15
"FAM129A",15
"FAM19A2",15
"FAM24A",15
"FBXW19",15
"FETUB",15
"FGF17",15
"FMNL3",15
"FZD5",15
"G6PC3",15
"GANAB",15
"GIMAP9",15
"GM10000",15
"GM10283",15
"GM10608",15
"GM10642",15
"GM11359",15
"GM11377",15
"GM11407",15
"GM11542",15
"GM11627",15
"GM11718",15
"GM11762",15
"GM11767",15
"GM11827",15
"GM11888",15
"GM11928",15
"GM12112",15
"GM12551",15
"GM12576",15
"GM12985",15
"GM13034",15
"GM13039",15
"GM13096",15
"GM13369",15
"GM13490",15
"GM13605",15
"GM13719",15
"GM13816",15
"GM13942",15
"GM14004",15
"GM14066",15
"GM14148",15
"GM14169",15
"GM14486",15
"GM15420",15
"GM15483",15
"GM15501",15
"GM15512",15
"GM15684",15
"GM15791",15
"GM15850",15
"GM15854",15
"GM15971",15
"GM16096",15
"GM16103",15
"GM16112",15
"GM16181",15
"GM16230",15
"GM16259",15
"GM16554",15
"GM16702",15
"GM16759",15
"GM17105",15
"GM18351",15
"GM18604",15
"GM18667",15
"GM19557",15
"GM19863",15
"GM20609",15
"GM20732",15
"GM22328",15
"GM22609",15
"GM23180",15
"GM23182",15
"GM23194",15
"GM23293",15
"GM23475",15
"GM23806",15
"GM23833",15
"GM23891",15
"GM24494",15
"GM24610",15
"GM24804",15
"GM24942",15
"GM25593",15
"GM25766",15
"GM25911",15
"GM25975",15
"GM25993",15
"GM26003",15
"GM26005",15
"GM26085",15
"GM26224",15
"GM26225",15
"GM26314",15
"GM26816",15
"GM26840",15
"GM26860",15
"GM27025",15
"GM27365",15
"GM27404",15
"GM27535",15
"GM27640",15
"GM27976",15
"GM27998",15
"GM28011",15
"GM28438",15
"GM28845",15
"GM28960",15
"GM29114",15
"GM37256",15
"GM37366",15
"GM37613",15
"GM37688",15
"GM38137",15
"GM38238",15
"GM5185",15
"GM5292",15
"GM5478",15
"GM5543",15
"GM6821",15
"GM6899",15
"GM6934",15
"GM6967",15
"GM7672",15
"GM8524",15
"GM9806",15
"GOT1L1",15
"GPATCH8",15
"GPRASP2",15
"GRIN2A",15
"GRINA",15
"GRK6",15
"GRWD1",15
"GSK3B",15
"GSKIP",15
"H60B",15
"HAT1",15
"HDLBP",15
"HIST1H2AK",15
"HIST1H3A",15
"HIST1H4F",15
"HKDC1",15
"HNRNPL",15
"HOMEZ",15
"HOXB3OS",15
"HOXD11",15
"IGHV1-62-1",15
"IGHV1-66",15
"IL12RB2",15
"IMMP2L",15
"INTS2",15
"IQCH",15
"IST1",15
"ITGB1BP1",15
"KANSL2",15
"KCNIP2",15
"KCNJ6",15
"KIF21B",15
"KLRB1B",15
"LMCD1",15
"LRBA",15
"LYZL6",15
"MAP2K3OS",15
"MCMBP",15
"MED28",15
"MEF2D",15
"METTL10",15
"MEX3C",15
"MIR1966",15
"MIR19A",15
"MIR3083",15
"MIR487B",15
"MIR5126",15
"MIR5615-2",15
"MIR7240",15
"MIRLET7C-1",15
"MKS1",15
"MORF4L1",15
"MPDU1",15
"MRGPRE",15
"MRRF",15
"MSH6",15
"MVD",15
"MXRA7",15
"N-R5S41",15
"N-R5S77",15
"NDC80",15
"NDUFC2",15
"NEMF",15
"NEURL1A",15
"NEUROD2",15
"NEXN",15
"NFATC3",15
"NHSL1",15
"NPCD",15
"NR2F2",15
"NXF7",15
"OBSL1",15
"OLFR1069-PS1",15
"OLFR689",15
"OPA3",15
"PAK4",15
"PANK2",15
"PAQR8",15
"PBX3",15
"PCYT1A",15
"PDE1A",15
"PER1",15
"PFKFB3",15
"PHLDB3",15
"PLAC8",15
"PLEKHG2",15
"PM20D1",15
"PPP1R16A",15
"PPY",15
"PRKAG3",15
"PTCHD4",15
"PTGES3",15
"PURG",15
"PYDC3",15
"RAB1B",15
"RAB39",15
"RAB43",15
"RABGGTB",15
"RANBP1",15
"RAP1GAP2",15
"RASL2-9",15
"RAXOS1",15
"RBPMS2",15
"RCBTB1",15
"RECQL",15
"RECQL5",15
"RGSL1",15
"RMST",15
"RN7S1",15
"RNF186",15
"RNF19B",15
"RNFT1",15
"RP23-113O9.4",15
"RP23-118H9.3",15
"RP23-172K2.4",15
"RP23-181C16.4",15
"RP23-246L14.2",15
"RP23-327I19.1",15
"RP23-329D23.8",15
"RP23-336I5.10",15
"RP23-339I6.3",15
"RP23-354F7.2",15
"RP23-370G17.2",15
"RP23-374K9.7",15
"RP23-422N18.3",15
"RP23-99A9.1",15
"RP24-121I11.1",15
"RP24-121I11.5",15
"RP24-140D11.1",15
"RP24-299M10.2",15
"RPL34",15
"RPS16",15
"RQCD1",15
"SERBP1",15
"SERP2",15
"SETDB2",15
"SH2B3",15
"SH3BGRL3",15
"SHARPIN",15
"SHMT1",15
"SHTN1",15
"SKP1A",15
"SLC25A32",15
"SLC39A14",15
"SLC44A3",15
"SLC52A3",15
"SMCP",15
"SNORD13",15
"SNORD42A",15
"SP9",15
"SPACA1",15
"SPAG8",15
"SPAG9",15
"SPARC",15
"SPATA1",15
"SPATA24",15
"SPATS2",15
"SPG11",15
"SPRN",15
"SPSB2",15
"SRSF3",15
"ST7L",15
"STK25",15
"SUCLG2",15
"SYBU",15
"TACO1",15
"TALDO1",15
"TDRD1",15
"TDRD3",15
"TERF1",15
"TGTP1",15
"THOC2",15
"TM9SF1",15
"TMEM40",15
"TMEM51",15
"TOM1",15
"TOPBP1",15
"TRBJ2-1",15
"TRIT1",15
"2310026L22RIK",16
"2700029M09RIK",16
"3300005D01RIK",16
"4930474B08RIK",16
"4930517O19RIK",16
"4930554C24RIK",16
"4930583K01RIK",16
"5330426P16RIK",16
"6330418K02RIK",16
"9030407P20RIK",16
"9330136K24RIK",16
"9330179D12RIK",16
"A230083N12RIK",16
"ACADL",16
"ACEA_U3",16
"ADAM9",16
"ADGRL1",16
"AGO2",16
"AHCTF1",16
"AHI1",16
"AI987944",16
"AIM2",16
"AKIRIN1",16
"AL590388.1",16
"AL590614.2",16
"ANG",16
"ANKRD44",16
"ANKRD49",16
"AOAH",16
"APOL8",16
"ARAP2",16
"ARHGAP10",16
"ARMCX5",16
"ART2B",16
"ATN1",16
"ATP10A",16
"ATP11B",16
"ATP2A2",16
"AZIN1",16
"BC022687",16
"BCAS1OS2",16
"BCL11B",16
"BCL2",16
"BRPF3",16
"C1QTNF9",16
"CACNB4",16
"CALCB",16
"CAPNS1",16
"CASS4",16
"CBX4",16
"CCDC18",16
"CCDC28A",16
"CCDC63",16
"CCDC86",16
"CCND2",16
"CCNG2",16
"CD82",16
"CENPF",16
"CENPW",16
"CITED2",16
"CLEC2D",16
"CMSS1",16
"COCH",16
"COG3",16
"COQ2",16
"COX18",16
"COX7A1",16
"CREB1",16
"CREB3L2",16
"CRIM1",16
"CSF1",16
"CTLA2A",16
"CYP7B1",16
"CYTIP",16
"D030047H15RIK",16
"D930028M14RIK",16
"DAPK2",16
"DDIT4",16
"DENND5A",16
"DOCK9",16
"DUSP6",16
"DUT",16
"EBAG9",16
"ELFN2",16
"ELK3",16
"ELOVL6",16
"EMP1",16
"EP300",16
"EPAS1",16
"ERAP1",16
"FAM13B",16
"FAM193A",16
"FAM199X",16
"FAM53B",16
"FANCC",16
"FANCE",16
"FBXL4",16
"FBXO27",16
"FGL2",16
"FILIP1",16
"FKTN",16
"FOXO6",16
"FRMD6",16
"FRYL",16
"FSIP1",16
"GALM",16
"GALT",16
"GGT1",16
"GM10044",16
"GM10138",16
"GM10344",16
"GM11011",16
"GM11077",16
"GM12120",16
"GM12257",16
"GM12735",16
"GM13179",16
"GM14005",16
"GM14455",16
"GM15058",16
"GM15334",16
"GM15598",16
"GM15602",16
"GM16675",16
"GM17019",16
"GM17040",16
"GM20387",16
"GM20655",16
"GM20753",16
"GM21847",16
"GM22087",16
"GM22107",16
"GM22123",16
"GM22240",16
"GM22322",16
"GM22350",16
"GM22628",16
"GM22676",16
"GM22867",16
"GM23513",16
"GM23582",16
"GM23584",16
"GM23664",16
"GM23711",16
"GM23753",16
"GM23918",16
"GM24063",16
"GM24135",16
"GM25049",16
"GM25256",16
"GM25272",16
"GM25444",16
"GM25577",16
"GM25931",16
"GM26535",16
"GM26536",16
"GM26659",16
"GM26688",16
"GM26706",16
"GM26753",16
"GM26766",16
"GM26839",16
"GM27680",16
"GM28006",16
"GM28039",16
"GM28784",16
"GM29427",16
"GM37138",16
"GM37240",16
"GM37299",16
"GM37638",16
"GM38300",16
"GM4035",16
"GM5069",16
"GM5141",16
"GM5148",16
"GM5590",16
"GM6030",16
"GM6123",16
"GM6728",16
"GM7457",16
"GM7626",16
"GM9800",16
"GMDS",16
"GNAQ",16
"GNPDA2",16
"GOLGB1",16
"GORAB",16
"GPN3",16
"GPR150",16
"GPR162",16
"GSAP",16
"GXYLT1",16
"GZMK",16
"HEG1",16
"HERC2",16
"HERPUD2",16
"HGSNAT",16
"ICA1",16
"IFNG",16
"IGHV8-1",16
"IL3RA",16
"ILDR1",16
"IMPA2",16
"IMPACT",16
"IRF8",16
"IZUMO1R",16
"KAT2B",16
"KDM4C",16
"KLF2",16
"L3MBTL3",16
"LILR4B",16
"LOH12CR1",16
"LRMP",16
"LY75",16
"MAGOHB",16
"MAP4K4",16
"MBNL2",16
"MEF2A",16
"MICALCL",16
"MKKS",16
"MKL1",16
"MLLT3",16
"MOB3C",16
"MRE11A",16
"MSI2",16
"MTCL1",16
"MTHFSD",16
"MTMR10",16
"MTMR7",16
"NDFIP1",16
"NDUFS6",16
"NELFB",16
"NIF3L1",16
"NR3C2",16
"NRP1",16
"NUP107",16
"NUP153",16
"OTUD4",16
"P2RY12",16
"PARL",16
"PAXIP1",16
"PCIF1",16
"PDCD1",16
"PDE11A",16
"PDE4D",16
"PDHB",16
"PHLPP1",16
"PHTF2",16
"PIK3R1",16
"PIK3R4",16
"PIK3R5",16
"PIK3R6",16
"PNRC1",16
"POU6F1",16
"PPM1H",16
"PPP1R15B",16
"PPP1R9A",16
"PPP2R2A",16
"PPP2R5A",16
"PREP",16
"PRKACB",16
"PRL8A1",16
"PSMA2",16
"PSMD8",16
"PTOV1",16
"PTPRJ",16
"PTPRZ1",16
"RAD18",16
"RAI1",16
"RALGPS2",16
"RAP1B",16
"RBBP4",16
"REL",16
"RGS11",16
"RNLS",16
"RP23-369P2.2",16
"RP23-407I6.1",16
"RP23-93F11.4",16
"RPL5",16
"RPP40",16
"RPS15A",16
"RPSA-PS12",16
"RUNX2OS3",16
"SAMD3",16
"SEL1L",16
"SGMS1",16
"SIX1",16
"SLAIN1",16
"SLC16A11",16
"SLC35B4",16
"SLC39A8",16
"SLC7A12",16
"SMARCA5",16
"SMARCAL1",16
"SNRPF",16
"SNX33",16
"SPTY2D1",16
"SREK1IP1",16
"SRPR",16
"SSBP3",16
"STK24",16
"STX7",16
"STYK1",16
"SWAP70",16
"TAF11",16
"TASP1",16
"TBL1XR1",16
"TET2",16
"TEX38",16
"TGFBR2",16
"THA1",16
"THUMPD1",16
"TMEM106B",16
"TMEM191C",16
"TMEM261",16
"TMEM71",16
"TMSB4X",16
"TNS1",16
"TRIM28",16
"TRIM62",16
"TRP53INP1",16
"TRPS1",16
"TSEN15",16
"TXK",16
"1110002E22RIK",17
"1110038B12RIK",17
"1700022H16RIK",17
"1700047K16RIK",17
"1700105P06RIK",17
"2010107E04RIK",17
"2210016F16RIK",17
"2700094K13RIK",17
"2810025M15RIK",17
"4921531C22RIK",17
"4930415F15RIK",17
"4930577N17RIK",17
"9230104L09RIK",17
"9330151L19RIK",17
"9330162012RIK",17
"ACAT1",17
"ACAT2",17
"ACIN1",17
"ACTC1",17
"ADAMTS1",17
"ADIPOR2",17
"AFP",17
"ALG2",17
"ANGEL1",17
"ANKRD46",17
"APEX1",17
"APEX2",17
"APH1C",17
"ARHGAP31",17
"ARHGEF6",17
"ARL6IP4",17
"ATG16L1",17
"B3GAT3",17
"B4GALNT1",17
"BCO2",17
"BZRAP1",17
"C330011M18RIK",17
"CABLES1",17
"CAPS2",17
"CCBL2",17
"CCDC102A",17
"CCDC117",17
"CCDC80",17
"CCL1",17
"CCL3",17
"CCL5",17
"CD37",17
"CD5",17
"CD83",17
"CDCA3",17
"CDCA4",17
"CDKAL1",17
"CDKL5",17
"CDPF1",17
"CENPC1",17
"CH36-12I15.2",17
"CISD1",17
"CLIC5",17
"CLN3",17
"CN725425",17
"CNOT6",17
"COMMD9",17
"CORO1A",17
"CSDC2",17
"CST7",17
"CTSK",17
"CWC15",17
"D330050G23RIK",17
"D3ERTD751E",17
"D430042O09RIK",17
"DAAM1",17
"DEB1",17
"DEXI",17
"DHX34",17
"DICER1",17
"DLL1",17
"DNM3",17
"DONSON",17
"E130102H24RIK",17
"E130311K13RIK",17
"E230001N04RIK",17
"EEF1B2",17
"EIF1B",17
"EIF4ENIF1",17
"ELF4",17
"EML2",17
"EPHA3",17
"EPHB6",17
"EPX",17
"ERMN",17
"ESYT3",17
"FAM151B",17
"FBXO18",17
"FBXW5",17
"FEM1A",17
"FH1",17
"FNTB",17
"FOCAD",17
"FOS",17
"G2E3",17
"GBA",17
"GBP4",17
"GBP9",17
"GFI1",17
"GIMAP6",17
"GM10720",17
"GM10722",17
"GM10800",17
"GM11975",17
"GM12227",17
"GM12371",17
"GM13186",17
"GM13201",17
"GM13452",17
"GM13631",17
"GM15382",17
"GM15736",17
"GM15889",17
"GM15979",17
"GM16027",17
"GM16084",17
"GM17080",17
"GM17709",17
"GM19325",17
"GM20342",17
"GM20667",17
"GM21807",17
"GM23322",17
"GM23976",17
"GM24195",17
"GM25008",17
"GM25246",17
"GM25270",17
"GM26138",17
"GM26801",17
"GM26853",17
"GM27042",17
"GM27326",17
"GM27505",17
"GM27549",17
"GM27711",17
"GM28935",17
"GM29596",17
"GM3625",17
"GM37126",17
"GM37294",17
"GM37511",17
"GM37760",17
"GM38037",17
"GM3985",17
"GM4208",17
"GM5252",17
"GM527",17
"GM5914",17
"GM6034",17
"GM6116",17
"GM6410",17
"GM6610",17
"GM7592",17
"GM7598",17
"GM8251",17
"GM8668",17
"GM8909",17
"GM9071",17
"GPR137B-PS",17
"GPR171",17
"GPR183",17
"GRB7",17
"GRPEL1",17
"GTPBP8",17
"GZMA",17
"H2-Q4",17
"H2AFX",17
"HDAC1",17
"HEMK1",17
"HEXDC",17
"HK3",17
"HSD17B12",17
"HSD17B14",17
"HYAL2",17
"HYI",17
"IFIT3",17
"IFITM10",17
"IFNA5",17
"IGHV1-61",17
"IGHV12-3",17
"IKZF1",17
"IL2",17
"INADL",17
"ING2",17
"ITGB1",17
"ITM2B",17
"JMJD8",17
"KCNA7",17
"KCNK5",17
"KCTD21",17
"KIF3B",17
"KIS2",17
"L3MBTL2",17
"LACC1",17
"LRPAP1",17
"MANEA",17
"MBTPS1",17
"MCCC1OS",17
"MDP1",17
"MEGF9",17
"MGEA5",17
"MIR1945",17
"MIR24-2",17
"MIR449B",17
"MIR5130",17
"MITD1",17
"MLXIP",17
"MMAA",17
"MOB3B",17
"MRPL22",17
"MRPS16",17
"MRPS34",17
"MS4A6B",17
"MTFR1",17
"MTHFR",17
"MTIF3",17
"MXD4",17
"NAIP5",17
"NANS",17
"NAV2",17
"NCAPG2",17
"NCBP1",17
"NDUFA3",17
"NDUFC1",17
"NME3",17
"NMI",17
"NMNAT2",17
"NOD1",17
"NUDT13",17
"OAS3",17
"OGFR",17
"OLFR1099",17
"OSBPL1A",17
"PARP4",17
"PCNXL3",17
"PCOLCE",17
"PEX5",17
"PFKL",17
"PGS1",17
"PIGN",17
"PLATR22",17
"PLEKHM3",17
"PLXND1",17
"PNP2",17
"PPP1R42",17
"PRKCD",17
"PTGS1",17
"RAD51C",17
"RBCK1",17
"RBM43",17
"RCN2",17
"RFXAP",17
"RGMB",17
"RMND1",17
"RNASET2A",17
"RNU3B4",17
"ROBO3",17
"RP23-123I10.3",17
"RP23-151D16.2",17
"RP23-151F20.5",17
"RP23-181F22.3",17
"RP23-200C3.7",17
"RP23-200E11.4",17
"RP23-246L14.3",17
"RP23-328P19.4",17
"RP23-329L9.3",17
"RP23-348K12.4",17
"RP23-382O15.2",17
"RP23-387P23.8",17
"RP23-42O8.6",17
"RP23-5F24.9",17
"RP23-92N2.1",17
"RP24-292F8.1",17
"RP24-85O24.1",17
"RPL13A",17
"RPL29",17
"RPLP0",17
"RPS6KA3",17
"RPS6KB2",17
"RSAD2",17
"RUNX2",17
"S1PR5",17
"SCRN2",17
"SEC24A",17
"SERPINB9F",17
"SETX",17
"SFR1",17
"SFXN4",17
"SFXN5",17
"SH2D1A",17
"SH2D4B",17
"SH3RF1",17
"SLC10A7",17
"SLC25A16",17
"SLC25A22",17
"SLC30A9",17
"SLC35B2",17
"SLC6A12",17
"SMARCA5-PS",17
"SMIM10L1",17
"SMTNL1",17
"SMYD3",17
"SNHG9",17
"SNORA41",17
"SNORD32A",17
"SNORD35B",17
"SNORD7",17
"SNRPA1",17
"SOS1",17
"SPIN1",17
"SSBP1",17
"SSH2",17
"ST3GAL4",17
"STAP1",17
"STARD3NL",17
"STAT3",17
"SYT14",17
"TAB1",17
"TAPBPL",17
"TBC1D1",17
"TBCEL",17
"TGIF2-PS1",17
"THEM6",17
"TLR6",17
"TMEM243",17
"TMEM80",17
"TNKS",17
"TNNI3",17
"TNRC6C",17
"TOMM70A",17
"TPP2",17
"TRAJ35",17
"TRAPPC9",17
"TRIM12A",17
"TRIM30B",17
"TRIM69",17
"0610010F05RIK",18
"1110012L19RIK",18
"1110017D15RIK",18
"2310068J16RIK",18
"2410127L17RIK",18
"2500004C02RIK",18
"2610206C17RIK",18
"2610306M01RIK",18
"2810408I11RIK",18
"4930427A07RIK",18
"4930473A02RIK",18
"5430403G16RIK",18
"5530601H04RIK",18
"5730508B09RIK",18
"6530401F13RIK",18
"8430419L09RIK",18
"A430105J06RIK",18
"A730015C16RIK",18
"ABAT",18
"ABCC10",18
"ABHD2",18
"ACACB",18
"ACTN4",18
"ADORA2A",18
"AFMID",18
"AGO3",18
"AI854517",18
"AIDA",18
"AKT2",18
"ALDH4A1",18
"ALG9",18
"ALYREF2",18
"ANGPTL4",18
"ANKRD6",18
"ANKS1",18
"ANXA4",18
"APTX",18
"ARHGDIA",18
"ASCC1",18
"ASNS",18
"ASTL",18
"ASXL1",18
"ATG10",18
"ATP13A2",18
"ATP5B",18
"AURKAIP1",18
"BANF1",18
"BC025920",18
"BDP1",18
"BLOC1S1",18
"BRAF",18
"BRCC3",18
"BRPF1",18
"BTF3L4",18
"C130046K22RIK",18
"CAMK2G",18
"CARKD",18
"CCDC71",18
"CCNB2-PS",18
"CCT5",18
"CD2BP2",18
"CDC6",18
"CEBPE",18
"CENPA",18
"CENPV",18
"CEP104",18
"CFAP58",18
"CHMP5",18
"CLIC1",18
"CLSPN",18
"CML1",18
"COPRS",18
"COPS2",18
"COX6B2",18
"CSNK1D",18
"CSNK1G1",18
"CSTF2",18
"CTSZ",18
"CYB561A3",18
"CYB5R3",18
"CYCS",18
"D930007P13RIK",18
"DDIT3",18
"DDRGK1",18
"DFFB",18
"DHX38",18
"DIABLO",18
"DMPK",18
"DNAJB13",18
"DNAJC17",18
"DPH5",18
"DSTYK",18
"DTX4",18
"DUS1L",18
"DUSP11",18
"DUSP13",18
