"","kmeans_cluster"
"PSME4",23
"PTPRO",23
"PYGB",23
"RAB36",23
"RAB3IP",23
"RALBP1",23
"RBM3OS",23
"RFTN1",23
"RGS8",23
"RICTOR",23
"RMDN2",23
"RP23-110C17.1",23
"RP23-169H9.3",23
"RP23-247A1.6",23
"RP23-285C21.7",23
"RP23-335C9.1",23
"RP23-38L11.1",23
"RP23-443N7.10",23
"RP23-85H24.2",23
"RP24-328P2.5",23
"RPL32",23
"RPS20",23
"RPS23",23
"RRAGA",23
"RRBP1",23
"RTKN2",23
"SDAD1",23
"SEMA4B",23
"SEMA6D",23
"SEP15",23
"SEPHS1",23
"SETBP1",23
"SH3GLB1",23
"SIAH3",23
"SIK1",23
"SIKE1",23
"SLC41A1",23
"SLC5A9",23
"SLIRP",23
"SMAD2",23
"SMAP2",23
"SMIM15",23
"SNRNP48",23
"SNX10",23
"SNX21",23
"SOGA1",23
"SORL1",23
"SOWAHC",23
"SOX5OS3",23
"SPATA5L1",23
"SPDYA",23
"SPEER4COS",23
"STON2",23
"STRAP",23
"STX18",23
"TACC1",23
"TATDN3",23
"TCERG1",23
"TDRP",23
"TET1",23
"TEX14",23
"THAP6",23
"THUMPD2",23
"THY1",23
"TM2D2",23
"TM6SF1",23
"TM9SF3",23
"TMEM123",23
"TMEM14A",23
"TMEM167",23
"TMEM189",23
"TMEM2",23
"TPPP2",23
"TRIB1",23
"TRP53INP2",23
"TSHR",23
"TSPAN3",23
"TSSC4",23
"TWF2",23
"TXN1",23
"TXNRD3",23
"TYW3",23
"U2AF1L4",23
"U2SURP",23
"UBA1",23
"UBA2",23
"UBA5",23
"UBAC1",23
"UBAP2",23
"UBE2E2",23
"UBE2J1",23
"UBFD1",23
"UBL3",23
"UBXN11",23
"ULK4",23
"UNC119",23
"UNC45B",23
"UPK2",23
"URB2",23
"URGCP",23
"USO1",23
"USP10",23
"USP11",23
"USP34",23
"USP48",23
"USP9X",23
"USPL1",23
"UVRAG",23
"VAMP3",23
"VDAC2",23
"VPS33B",23
"VPS51",23
"VWA9",23
"WDR13",23
"WDR45",23
"WDR91",23
"WDR93",23
"WDR95",23
"WFDC21",23
"WIZ",23
"WSB1",23
"WWP2",23
"XAF1",23
"XPNPEP1",23
"XPR1",23
"YPEL5",23
"ZADH2",23
"ZBED6",23
"ZBTB17",23
"ZBTB33",23
"ZBTB40",23
"ZBTB41",23
"ZBTB7B",23
"ZC3H11A",23
"ZC3H6",23
"ZDHHC17",23
"ZFAND5",23
"ZFAND6",23
"ZFP180",23
"ZFP207",23
"ZFP286OS",23
"ZFP36L1-PS",23
"ZFP414",23
"ZFP451",23
"ZFP560",23
"ZFP758",23
"ZFP810",23
"ZFP830",23
"ZFP867",23
"ZFP871",23
"ZFP879",23
"ZFP944",23
"ZMAT1",23
"ZMIZ2",23
"ZNFX1",23
"ZNRD1",23
"ZNRD1AS",23
"ZSWIM3",23
"ZXDC",23
"0610010K14RIK",24
"1110008P14RIK",24
"1700001J03RIK",24
"1700063K16RIK",24
"1700065I16RIK",24
"1810022K09RIK",24
"1810062G17RIK",24
"2310043M15RIK",24
"2900042K21RIK",24
"3110083C13RIK",24
"3830406C13RIK",24
"4732471J01RIK",24
"4833407H14RIK",24
"4930546C10RIK",24
"4930551O13RIK",24
"4930563E18RIK",24
"4930568A12RIK",24
"4933406C10RIK",24
"4933427G17RIK",24
"8430419K02RIK",24
"9030624J02RIK",24
"A330023F24RIK",24
"A430018G15RIK",24
"ABCA4",24
"AC122428.1",24
"AC127262.1",24
"ACTR8",24
"ADAMTS5",24
"ADCK5",24
"ADH1",24
"AI847159",24
"AKT1",24
"AKT1S1",24
"AL593843.1",24
"AL663082.1",24
"ALCAM",24
"ALDOA",24
"ALG10B",24
"AMACR",24
"ANKRD52",24
"ANO10",24
"ARHGAP4",24
"ARHGEF7",24
"ARNT",24
"ARPC3",24
"ATF5",24
"ATP5A1",24
"ATP9B",24
"AXL",24
"B230118H07RIK",24
"B230206L02RIK",24
"B4GALT5",24
"BC002059",24
"BC023829",24
"BC034090",24
"BC037032",24
"BLOC1S2",24
"BSDC1",24
"BUB1",24
"C030013C21RIK",24
"C630043F03RIK",24
"C78197",24
"CAMK2N1",24
"CAMTA2",24
"CASC1",24
"CCDC178",24
"CD2",24
"CD200R1",24
"CD226",24
"CD27",24
"CD84",24
"CDKN1B",24
"CEP76",24
"CFAP43",24
"CHMP7",24
"CLEC3A",24
"CLUH",24
"CMAS",24
"CMC1",24
"COG2",24
"COG4",24
"CREBL2",24
"CRELD1",24
"CREM",24
"CRYGN",24
"CSNK2A1",24
"CXADR",24
"CXX1B",24
"CYB5A",24
"D3ERTD254E",24
"DAO",24
"DCTD",24
"DGCR2",24
"DGKH",24
"DHX57",24
"DLAT",24
"DNM2",24
"DNMT3L-PS1",24
"DOCK8",24
"DOK4",24
"DPM1",24
"E2F3",24
"EDC4",24
"EIF4G2",24
"ELDR",24
"ERBB2IP",24
"FAP",24
"FBXO43",24
"FHL3",24
"FKBP1A",24
"FOXD2OS",24
"FOXN3",24
"GABBR2",24
"GCH1",24
"GGH",24
"GLMN",24
"GLRX5",24
"GM10822",24
"GM11184",24
"GM11346",24
"GM12281",24
"GM12565",24
"GM12915",24
"GM13144",24
"GM13343",24
"GM13478",24
"GM13528",24
"GM13742",24
"GM15133",24
"GM15738",24
"GM15776",24
"GM15786",24
"GM15972",24
"GM16157",24
"GM16337",24
"GM17173",24
"GM17281",24
"GM17322",24
"GM17354",24
"GM20478",24
"GM20587",24
"GM2065",24
"GM21542",24
"GM22136",24
"GM22193",24
"GM22411",24
"GM23069",24
"GM23143",24
"GM23272",24
"GM23412",24
"GM23969",24
"GM23979",24
"GM24086",24
"GM24150",24
"GM24280",24
"GM24328",24
"GM24355",24
"GM24398",24
"GM24873",24
"GM25609",24
"GM26725",24
"GM26843",24
"GM2696",24
"GM28042",24
"GM33142",24
"GM37090",24
"GM37535",24
"GM37863",24
"GM38287",24
"GM4258",24
"GM6223",24
"GSTO1",24
"GZMB",24
"H2-Q2",24
"HACL1",24
"HAUS1",24
"HIC2",24
"HIP1R",24
"HLCS",24
"HLX",24
"HSCB",24
"IFIH1",24
"IGSF6",24
"IL12A",24
"IL1R2",24
"ING1",24
"INHBE",24
"IRF2BPL",24
"ITFG3",24
"ITPK1",24
"JAGN1",24
"KATNB1",24
"KIF2C",24
"KIFAP3",24
"KIT",24
"KLC2",24
"KLHL17",24
"KLHL22",24
"KLHL9",24
"KMT2A",24
"LDAH",24
"LGALS8",24
"LMO1",24
"LMO2",24
"LMO7",24
"LRP8",24
"LRRC61",24
"LRRC71",24
"LRRC8B",24
"LTA4H",24
"LUC7L2",24
"MAEA",24
"MALSU1",24
"MAPKAPK2",24
"MARCKSL1",24
"MCM5",24
"MDH2",24
"MED11",24
"MIR147",24
"MIR155",24
"MIR1953",24
"MIR599",24
"MIR6909",24
"MIR7011",24
"MIR7046",24
"MIR9-2",24
"MMU-MIR-126B",24
"MMU-MIR-216C",24
"MSANTD1",24
"MTA3",24
"MTG2",24
"NANP",24
"NAPB",24
"NEBL",24
"NPEPL1",24
"NRROS",24
"OLFR1401-PS1",24
"OLFR218",24
"OLFR407-PS1",24
"OLFR658",24
"OMA1",24
"OSBPL5",24
"PACRG",24
"PACSIN3",24
"PCDHGC5",24
"PDE9A",24
"PER3",24
"PFN3",24
"PGF",24
"PKP3",24
"PLEKHO2",24
"PLK3",24
"POC1A",24
"POLA1",24
"PPP3CC",24
"PTGER2",24
"RAB10OS",24
"RAB3IL1",24
"RAB5A",24
"RANBP17",24
"RAP1GDS1",24
"RBM34",24
"RBM47",24
"REPIN1",24
"REXO2",24
"RIPPLY3",24
"RNF144A",24
"RNF26",24
"RP23-158A20.2",24
"RP23-214M22.8",24
"RP23-258N2.3",24
"RP23-313F7.4",24
"RP23-32E20.3",24
"RP23-336O18.2",24
"RP23-418O21.1",24
"RP23-4F16.12",24
"RP23-50E10.5",24
"RP24-211L21.3",24
"RP24-333I1.2",24
"RP24-512E12.1",24
"RPF1",24
"RPL15",24
"RSL1D1",24
"RTEL1",24
"RTN4IP1",24
"S100PBP",24
"SAMD4",24
"SCAF4",24
"SCARNA13",24
"SCN1A",24
"SF3B3",24
"SFPQ",24
"SIVA1",24
"SLC35C2",24
"SLC38A8",24
"SLC44A1",24
"SMOX",24
"SNHG5",24
"SNORD72",24
"SNOZ196",24
"SNRPA",24
"SPIN2C",24
"SPPL2C",24
"SPTLC1",24
"SRGAP3",24
"SRSF11",24
"SSPO",24
"ST6GALNAC5",24
"STARD13",24
"STARD9",24
"STAT4",24
"SUPT3",24
"SYTL2",24
"TANGO6",24
"TBC1D2",24
"TBC1D9B",24
"TEPP",24
"TG",24
"TJP2",24
"TLK1",24
"TM4SF5",24
"TMEM198B",24
"TMEM220",24
"TMEM60",24
"TPP1",24
"TRIM23",24
"ZFP599",24
"1700001L05RIK",25
"1700008O03RIK",25
"1700019M22RIK",25
"1700021J08RIK",25
"1700029J07RIK",25
"1700034P13RIK",25
"1700037F24RIK",25
"1700042O10RIK",25
"1810010H24RIK",25
"1810013L24RIK",25
"1810030O07RIK",25
"1810037I17RIK",25
"2310036O22RIK",25
"2810004N23RIK",25
"2810454H06RIK",25
"3110040N11RIK",25
"4632433K11RIK",25
"4833428L15RIK",25
"4930456G14RIK",25
"4930520O04RIK",25
"4930524J08RIK",25
"4930535I16RIK",25
"4933405D12RIK",25
"4933428G20RIK",25
"4933439K11RIK",25
"5930403N24RIK",25
"6430550D23RIK",25
"6820408C15RIK",25
"9530077C05RIK",25
"A130071D04RIK",25
"A430108G06RIK",25
"ABCC3",25
"ABCD3",25
"ACTL6B",25
"AGL",25
"AKAP11",25
"AKR1C13",25
"ALDH3A2",25
"ALDOB",25
"ANKRD54",25
"AP1G2",25
"APPBP2OS",25
"ARL8B",25
"ASB4",25
"ATG4A",25
"ATP7B",25
"AU019990",25
"B3GNT7",25
"BC030867",25
"BC049762",25
"BC051142",25
"BCLAF1",25
"BIRC2",25
"BLOC1S5",25
"BMP1",25
"BSN",25
"C030034L19RIK",25
"CALHM2",25
"CALM1",25
"CCDC136",25
"CCDC25",25
"CCDC61",25
"CCDC81",25
"CCNYL1",25
"CD46",25
"CDCA2",25
"CH36-12I15.3",25
"CHMP2A",25
"CIPC",25
"CLN5",25
"CNGA4",25
"COA4",25
"COA5",25
"COX6C",25
"CPOX",25
"CSRP2BP",25
"CTLA4",25
"D130020L05RIK",25
"DBN1",25
"DCAF15",25
"DENND1C",25
"DENND2A",25
"DGKI",25
"DLEU2",25
"DLG4",25
"DMXL1",25
"DNTTIP2",25
"DPY19L3",25
"DYNLT1F",25
"EDEM1",25
"EFCAB8",25
"ELK1",25
"EMC8",25
"EML5",25
"ENC1",25
"EPG5",25
"EREG",25
"EVA1C",25
"FADS3",25
"FAM26E",25
"FANCF",25
"FANCM",25
"FBF1",25
"FN1",25
"FNBP1L",25
"FNBP4",25
"GABARAPL1",25
"GABRA4",25
"GATB",25
"GCNT4",25
"GCOM1",25
"GCSAM",25
"GDAP10",25
"GDAP1L1",25
"GDAP2",25
"GGA2",25
"GHDC",25
"GIMAP1",25
"GIT1",25
"GLYR1",25
"GM10125",25
"GM10176",25
"GM10180",25
"GM10184",25
"GM10369",25
"GM1045",25
"GM10605",25
"GM10639",25
"GM10640",25
"GM10959",25
"GM11210",25
"GM11345",25
"GM11366",25
"GM11423",25
"GM11454",25
"GM11505",25
"GM11694",25
"GM11695",25
"GM11847",25
"GM12166",25
"GM12186",25
"GM12245",25
"GM12308",25
"GM12318",25
"GM12338",25
"GM12630",25
"GM12703",25
"GM12853",25
"GM13019",25
"GM13238",25
"GM13313",25
"GM13473",25
"GM13564",25
"GM13831",25
"GM14057",25
"GM14086",25
"GM14488",25
"GM14490",25
"GM15056",25
"GM15270",25
"GM15374",25
"GM15535",25
"GM15570",25
"GM15908",25
"GM16024",25
"GM16160",25
"GM16251",25
"GM16341",25
"GM16537",25
"GM16565",25
"GM16585",25
"GM16731",25
"GM16758",25
"GM16796",25
"GM16894",25
"GM17025",25
"GM17153",25
"GM17172",25
"GM17455",25
"GM17934",25
"GM1821",25
"GM18856",25
"GM20390",25
"GM21769",25
"GM21987",25
"GM22034",25
"GM22077",25
"GM22141",25
"GM22175",25
"GM22286",25
"GM22343",25
"GM22501",25
"GM22513",25
"GM22541",25
"GM22589",25
"GM22672",25
"GM22773",25
"GM22792",25
"GM22899",25
"GM22973",25
"GM22993",25
"GM23023",25
"GM23122",25
"GM23246",25
"GM23269",25
"GM23454",25
"GM23716",25
"GM24349",25
"GM24459",25
"GM24900",25
"GM25012",25
"GM25129",25
"GM25343",25
"GM25420",25
"GM25535",25
"GM26061",25
"GM26124",25
"GM26130",25
"GM26540",25
"GM26608",25
"GM26614",25
"GM26628",25
"GM26644",25
"GM26665",25
"GM26729",25
"GM26907",25
"GM27030",25
"GM2716",25
"GM27325",25
"GM27343",25
"GM27357",25
"GM27390",25
"GM28492",25
"GM28756",25
"GM28876",25
"GM29095",25
"GM29417",25
"GM33280",25
"GM33994",25
"GM37004",25
"GM37095",25
"GM37352",25
"GM37406",25
"GM37466",25
"GM37501",25
"GM37521",25
"GM37971",25
"GM3934",25
"GM4943",25
"GM6288",25
"GM9833",25
"GM9837",25
"GM9989",25
"GM9996",25
"GNB5",25
"GOLGA7B",25
"GOLM1",25
"GPATCH2L",25
"GPR174",25
"GPR65",25
"HACD2",25
"HEATR5A",25
"HEBP1",25
"HIAT1",25
"HNRNPH2",25
"HRH1",25
"HTR7",25
"IGHV1-71",25
"IGKJ3",25
"IGKJ4",25
"IKZF4",25
"IQGAP1",25
"IRF1",25
"ITGA7",25
"KLHL26",25
"KLRA1",25
"LAG3",25
"LAX1",25
"LBP",25
"LINCPINT",25
"LOXL3",25
"LRP5",25
"LRRC75A",25
"LST1",25
"LTN1",25
"LY9",25
"MAD2L2",25
"MAMSTR",25
"MAPRE3",25
"MCU",25
"MDH1",25
"MED8",25
"MEF2C",25
"MEIOB",25
"METAP1D",25
"METAP2",25
"MICALL2",25
"MIIP",25
"MIR1927",25
"MIR1964",25
"MIR3096",25
"MIR5131",25
"MIR7071",25
"MIR760",25
"MIS18BP1",25
"MMU-MIR-5121",25
"MNT",25
"MPV17",25
"MPV17L2",25
"MRGPRG",25
"MRPL18",25
"MRPL52",25
"MRPS6",25
"MSI1",25
"MTAP",25
"MTPAP",25
"MXRA8",25
"MZF1",25
"N-R5S40",25
"NDUFA11",25
"NFKBIE",25
"NFXL1",25
"NHP2L1",25
"NNT",25
"NOL11",25
"NOTCH4",25
"NR1I2",25
"NUP210",25
"NUP43",25
"PAG1",25
"PAIP2",25
"PDK2",25
"PDZRN3",25
"PEX1",25
"PEX7",25
"PHF19",25
"PHKA1",25
"PICALM",25
"PIGU",25
"PIGV",25
"PIP5K1B",25
"PLAT",25
"PMEPA1OS",25
"POLK",25
"PPA1",25
"PPIL1",25
"PPP1R37",25
"PPP4R1",25
"PRB3-PS",25
"PRDX6B",25
"PRELID1",25
"PRELP",25
"PRND",25
"PRPF39",25
"PRPS1",25
"PRPSAP1",25
"PRR23A3",25
"PRR29",25
"PSMD12",25
"PSTPIP2",25
"PTCD1",25
"PTGDR2",25
"PTGES",25
"PTPRA",25
"PUS1",25
"PVRL2",25
"PVRL3",25
"PYCRL",25
"QRICH1",25
"QSER1",25
"RAB11FIP4OS2",25
"RAB3D",25
"RAB40B",25
"RAB5C",25
"RAB8B",25
"RABL2",25
"RASGEF1A",25
"RERE",25
"RINT1",25
"RNF166",25
"RNY1",25
"RP23-106D12.1",25
"RP23-173N16.5",25
"RP23-173N16.8",25
"RP23-262J12.3",25
"RP23-325M7.4",25
"RP23-354F7.3",25
"RP23-363M4.2",25
"RP23-382I10.3",25
"RP23-441J16.4",25
"RP23-74L20.1",25
"RP24-176P19.1",25
"RP24-190F20.3",25
"RP24-488I7.1",25
"RPL10A",25
"RPL38",25
"RPLP1",25
"RPS26",25
"RPS26-PS1",25
"RPS6KA5",25
"RPS6KB1",25
"RUNX2OS1",25
"SAR1A",25
"SART3",25
"SCAMP2",25
"SEC22A",25
"SEC22C",25
"SENP2",25
"SENP6",25
"SEPT12",25
"SHMT2",25
"SLC19A2",25
"SLC35A3",25
"SMARCAD1",25
"SNHG6",25
"SNORD33",25
"SNORD58B",25
"SNORD73A",25
"SNX3",25
"SNX30",25
"SNX32",25
"SPATA3",25
"SPCS1",25
"SPR",25
"SRFBP1",25
"SRL",25
"SRRT",25
"SRSF5",25
"STRIP2",25
"STXBP2",25
"SUPT4A",25
"SVIP",25
"TCRG-V5",25
"TEC",25
"THAP8",25
"THNSL1",25
"TMC7",25
"TMEM109",25
"TMEM136",25
"TMEM39A",25
"TMEM9",25
"TPI1",25
"TRAF1",25
"TRBC2",25
"TRIM34B",25
"TRIM40",25
"1110007C09RIK",26
"1110034G24RIK",26
"1110051M20RIK",26
"1500002C15RIK",26
"1700014D04RIK",26
"1700018B08RIK",26
"1700024G13RIK",26
"1700025N23RIK",26
"1700123L14RIK",26
"1700123O20RIK",26
"1810021B22RIK",26
"2410004P03RIK",26
"2510002D24RIK",26
"2610035F20RIK",26
"2700012I20RIK",26
"2810002D19RIK",26
"2810410L24RIK",26
"2810430I11RIK",26
"3632451O06RIK",26
"4930527E20RIK",26
"4930593C16RIK",26
"6430548M08RIK",26
"9230110C19RIK",26
"9530052E02RIK",26
"AAR2",26
"AC111034.1",26
"AC157822.2",26
"AC161199.1",26
"AC161570.1",26
"ACADS",26
"ADAP2",26
"ADCYAP1R1",26
"AES",26
"AFF2",26
"AL596383.1",26
"ALX3",26
"AMH",26
"AMMECR1L",26
"ANKRD34A",26
"AOC2",26
"APPL1",26
"ARL6IP5",26
"ATP2B2",26
"AXIN1",26
"B230206H07RIK",26
"BC046401",26
"BEST4-PS",26
"BLMH",26
"BMP3",26
"BMYC",26
"C630004M23RIK",26
"C920009B18RIK",26
"CALR3",26
"CAPN12",26
"CARS2",26
"CAT",26
"CBX7",26
"CCDC153",26
"CCDC42OS",26
"CD163",26
"CD209D",26
"CDCA5",26
"CEACAM11",26
"CELF4",26
"CES1F",26
"CH25-194I22.4",26
"CHCHD2",26
"CHMP6",26
"CHRNA5",26
"CIDEA",26
"CLEC14A",26
"CNIH1",26
"COL28A1",26
"COPB2",26
"CRELD2",26
"CRMP1",26
"CRNDE",26
"CSNK2B",26
"CYP2AB1",26
"D030062O11RIK",26
"D130007C19RIK",26
"D6ERTD474E",26
"DAB1",26
"DAGLA",26
"DBH",26
"DCAF17",26
"DCLK1",26
"DIP2C",26
"DKK4",26
"DMRT3",26
"DNAIC1",26
"DNALI1",26
"DNASE1",26
"DNTT",26
"DOCK6",26
"DSN1",26
"DYSF",26
"EEF2",26
"EIF2A",26
"EIF3C",26
"EIF4A2",26
"ESP23",26
"ETOHD2",26
"EVA1A",26
"FAM134C",26
"FAM163B",26
"FAM73A",26
"FCNB",26
"FGFR3",26
"FKBP7",26
"FKBP8",26
"FOXL2OS",26
"FRZB",26
"FSTL5",26
"FUCA2",26
"GAD1",26
"GADL1",26
"GHR",26
"GLP1R",26
"GM10634",26
"GM10684",26
"GM10799",26
"GM11869",26
"GM11969",26
"GM12905",26
"GM12931",26
"GM13146",26
"GM13647",26
"GM14016",26
"GM14371",26
"GM14379",26
"GM14861",26
"GM15163",26
"GM15208",26
"GM15234",26
"GM15371",26
"GM15511",26
"GM15522",26
"GM15527",26
"GM15767",26
"GM15928",26
"GM16136",26
"GM16172",26
"GM16288",26
"GM17146",26
"GM17250",26
"GM17634",26
"GM20406",26
"GM20628",26
"GM2093",26
"GM22010",26
"GM22514",26
"GM22697",26
"GM22709",26
"GM22884",26
"GM23112",26
"GM23158",26
"GM23278",26
"GM23421",26
"GM23967",26
"GM24596",26
"GM24679",26
"GM24733",26
"GM24840",26
"GM24850",26
"GM24903",26
"GM25099",26
"GM25273",26
"GM25306",26
"GM25344",26
"GM26016",26
"GM26099",26
"GM26148",26
"GM26606",26
"GM26863",26
"GM27230",26
"GM2840",26
"GM29123",26
"GM29152",26
"GM29402",26
"GM30173",26
"GM30238",26
"GM36932",26
"GM3764",26
"GM37862",26
"GM38001",26
"GM38203",26
"GM38389",26
"GM4654",26
"GM5099",26
"GM5441",26
"GM5757",26
"GM5812",26
"GM6356",26
"GM6365",26
"GM6712",26
"GM7420",26
"GM7734",26
"GM7860",26
"GM8739",26
"GM9905",26
"GM9947",26
"GPNMB",26
"GPR156",26
"GPR6",26
"GTF2H3",26
"GTF2H4",26
"GULP1",26
"H2-BL",26
"HIRA",26
"HMGCL",26
"HOMER3",26
"I830077J02RIK",26
"IDS",26
"IFFO1",26
"IGHMBP2",26
"IGHV1-50",26
"IGHV1-9",26
"IGHV8-7",26
"IL17D",26
"IL22RA2",26
"INSC",26
"ITGAE",26
"ITGB2",26
"JMJD7",26
"KAT6B-PS1",26
"KCNH8",26
"KCNMB2",26
"KHDRBS1",26
"KLHL2",26
"KLHL29",26
"KLHL5",26
"LAT",26
"LIN28A",26
"LRP2BP",26
"LRRC48",26
"LSM5",26
"LXN",26
"LY6I",26
"MATN4",26
"MFSD2B",26
"MIR126A",26
"MIR23A",26
"MIR27A",26
"MIR466I",26
"MIR5122",26
"MIR6396",26
"MIR6397",26
"MIR6900",26
"MIR7662",26
"MIR7689",26
"MIR7B",26
"MIR8096",26
"MLLT4",26
"MMP23",26
"MMU-MIR-6516",26
"MMU-MIR-7238",26
"MRPL14",26
"MRPL30",26
"MRPL9",26
"MSTO1",26
"MTNR1A",26
"MUM1",26
"N-R5S7",26
"NAA35",26
"NADK",26
"NDUFAF5",26
"NDUFV2",26
"NENF",26
"NFE2",26
"NKIRAS1",26
"NMRAL1",26
"NPAT",26
"NR2C2AP",26
"NUDT1",26
"NUPR1",26
"OAS1F",26
"OGFOD3",26
"OLFR1160",26
"OLFR15",26
"OLFR649",26
"OLFR700",26
"OLFR9",26
"OLFR930",26
"OPTC",26
"OS9",26
"P2RX3",26
"P2RX7",26
"PAH",26
"PALD1",26
"PCDHGA10",26
"PDE1B",26
"PHACTR4",26
"PHF6",26
"PIP5K1C",26
"PISD",26
"PIWIL1",26
"PKD1",26
"PKIG",26
"PKNOX2",26
"PLATR16",26
"PLD5",26
"PLEKHG4",26
"PLEKHH2",26
"PMF1",26
"POLE2",26
"PQLC2",26
"PRAMEL1",26
"PROB1",26
"PROKR1",26
"RASD2",26
"RASL12",26
"REC8",26
"REXO1",26
"RGAG4",26
"RHCG",26
"RND2",26
"RNF32",26
"RP23-142H1.3",26
"RP23-149L20.2",26
"RP23-156K23.3",26
"RP23-23C4.6",26
"RP23-240H6.2",26
"RP23-259J8.9",26
"RP23-301K21.1",26
"RP23-322E20.8",26
"RP23-327I19.2",26
"RP23-329A21.3",26
"RP23-349J3.3",26
"RP23-371A16.4",26
"RP23-37I24.1",26
"RP23-387P23.3",26
"RP24-114M8.4",26
"RP24-174D10.4",26
"RP24-176P19.6",26
"RP24-221D2.1",26
"RP24-274H19.3",26
"RP24-298F19.6",26
"RP24-315D19.10",26
"RP24-315D19.6",26
"RP24-333B11.3",26
"RP24-503L4.3",26
"RP24-511F2.4",26
"RP24-529E15.3",26
"RP24-565B3.2",26
"RP24-571G22.1",26
"RP24-82B9.1",26
"RP24-83C9.4",26
"RPA1",26
"RPL12-PS2",26
"RPL18-PS1",26
"RPL27A-PS1",26
"RPL37RT",26
"RPP21",26
"RPS6KA1",26
"RXRA",26
"RXRB",26
"S100A10",26
"SAA3",26
"SAC3D1",26
"SARDH",26
"SCAMP5",26
"SCNM1",26
"SERPINB7",26
"SKIV2L",26
"SLC10A4",26
"SLC11A1",26
"SLC14A2",26
"SLC1A5",26
"SLC23A3",26
"SLC26A11",26
"SLC36A1",26
"SLC4A5",26
"SLC50A1",26
"SMYD4",26
"SNORA81",26
"SNORD37",26
"SNORD50A",26
"SOX5IT",26
"SRA1",26
"SSNA1",26
"SSR2",26
"ST6GAL2",26
"STARD10",26
"STEAP1",26
"SULT5A1",26
"SUMO3",26
"SYNM",26
"T2",26
"TAF1B",26
"TBX18",26
"TECPR1",26
"TLR12",26
"TMC4",26
"TMEM158",26
"TMEM203",26
"TMEM63C",26
"TMEM82",26
"TMEM8C",26
"TMOD1",26
"TMPRSS11G",26
"TNFRSF18",26
"TNNT2",26
"TOP3A",26
"TRABD",26
"TRAJ11",26
"TRAJ25",26
"TRAJ9",26
"TRAPPC3",26
"TRAV2",26
"TRBV3",26
"TRBV31",26
"TRDC",26
"TRMT1",26
"1700023H06RIK",27
"1700126H18RIK",27
"1810024B03RIK",27
"2010107G23RIK",27
"2310026I22RIK",27
"2900092O11RIK",27
"4632415L05RIK",27
"5430402O13RIK",27
"5730422E09RIK",27
"A430033K04RIK",27
"A830035A12RIK",27
"ABCB7",27
"ABCD4",27
"ABHD12",27
"AC147266.1",27
"ACOT11",27
"ACOT2",27
"ADPRHL1",27
"ADSL",27
"AGPAT4",27
"AHCYL2",27
"AK6",27
"AKAP8",27
"AKNA",27
"AL589651.4",27
"ALKBH7",27
"ANKRD13C",27
"APMAP",27
"APOH",27
"ARHGAP12",27
"ARHGAP19",27
"ARMC1",27
"ATG2B",27
"ATP1A1",27
"ATPAF1",27
"B230323A14RIK",27
"B3GLCT",27
"BARD1",27
"BC024978",27
"BC048609",27
"BRD4",27
"BRD8",27
"BRI3BP",27
"C330018D20RIK",27
"CAGE1",27
"CBX5",27
"CCDC173",27
"CCDC174",27
"CCNT2",27
"CD200R4",27
"CD86",27
"CDC25A",27
"CDCA7",27
"CDK17",27
"CDKL3",27
"CERS6",27
"CHAF1B",27
"CLTB",27
"CNTRL",27
"COBLL1",27
"COMMD8",27
"COPG2",27
"CRCP",27
"CTCF",27
"CTNNA3",27
"D430036J16RIK",27
"D830025C05RIK",27
"DACT2",27
"DGKA",27
"DGKQ",27
"DIAP1",27
"DISC1",27
"DNAJC14",27
"DNLZ",27
"DVL3",27
"DYNC2H1",27
"ENDOD1",27
"ERMP1",27
"EXOSC5",27
"FAM133B",27
"FAM163A",27
"FAM212B",27
"FBXL3",27
"FBXO11",27
"FBXO36",27
"FNBP1",27
"FNIP2",27
"FSD2",27
"G6PC2",27
"GDI2",27
"GIMAP5",27
"GINS1",27
"GM10080",27
"GM10721",27
"GM10807",27
"GM11496",27
"GM11808",27
"GM12148",27
"GM12279",27
"GM12359",27
"GM12500",27
"GM12945",27
"GM13340",27
"GM13902",27
"GM13903",27
"GM15287",27
"GM15489",27
"GM15698",27
"GM15706",27
"GM15954",27
"GM16242",27
"GM17748",27
"GM20324",27
"GM20444",27
"GM20518",27
"GM20716",27
"GM22129",27
"GM22336",27
"GM22338",27
"GM22760",27
"GM23101",27
"GM23130",27
"GM23134",27
"GM23223",27
"GM23830",27
"GM23880",27
"GM25890",27
"GM27003",27
"GM27162",27
"GM27572",27
"GM27781",27
"GM27849",27
"GM27920",27
"GM28417",27
"GM29188",27
"GM37309",27
"GM38236",27
"GM5113",27
"GM5205",27
"GM572",27
"GM9959",27
"GOSR2",27
"GPR12",27
"GPR180",27
"GRAMD4",27
"H2-T24",27
"HECTD3",27
"HELQ",27
"HMGA2",27
"HNRNPDL",27
"HNRNPK",27
"HNRNPU",27
"HSF3",27
"HSPA14",27
"IDH3G",27
"IK",27
"IKBKB",27
"INO80",27
"IQUB",27
"ISCU",27
"ISPD",27
"ITIH5",27
"ITPRIPL1",27
"JKAMP",27
"JMJD1C",27
"KAT8",27
"KBTBD4",27
"KCTD5",27
"KIN",27
"KLF11",27
"KPNA4",27
"KSR1",27
"LRPPRC",27
"LTV1",27
"LUZP2",27
"MALAT1",27
"MAP4",27
"MARCH3",27
"MBD1",27
"MCAM",27
"MCIDAS",27
"MED13",27
