"","gene","kmeans_cluster"
"5077","GAREM",1
"5078","GARNL3",5
"5079","GARS",3
"5080","GART",13
"5081","GAS1",8
"5082","GAS2",2
"5083","GAS2L1",14
"5084","GAS2L3",2
"5085","GAS5",10
"5086","GAS6",8
"5087","GAS7",5
"5088","GAS8",14
"5089","GATA2",9
"5090","GATA3",9
"5091","GATA5",9
"5092","GATAD1",2
"5093","GATAD2A",11
"5094","GATB",5
"5095","GATC",14
"5096","GATM",6
"5097","GATSL2",9
"5098","GBA",10
"5099","GBA2",2
"5100","GBAS",10
"5101","GBE1",12
"5102","GBF1",2
"5103","GBP10",6
"5104","GBP2",3
"5105","GBP3",15
"5106","GBP4",4
"5107","GBP5",13
"5108","GBP6",4
"5109","GBP7",15
"5110","GBP8",16
"5111","GBP9",16
"5112","GBX1",11
"5113","GCA",5
"5114","GCAT",3
"5115","GCC2",6
"5116","GCFC2",6
"5117","GCH1",3
"5118","GCHFR",14
"5119","GCLC",5
"5120","GCM1",6
"5121","GCN1L1",3
"5122","GCNT1",5
"5123","GCNT2",10
"5124","GCNT4",12
"5125","GCOM1",11
"5126","GCSAM",6
"5127","GCSH",5
"5128","GDAP10",13
"5129","GDAP1L1",6
"5130","GDAP2",11
"5131","GDE1",2
"5132","GDF11",3
"5133","GDF15",12
"5134","GDF9",9
"5135","GDI1",10
"5136","GDI2",5
"5137","GDPD1",11
"5138","GDPD5",5
"5139","GDPGP1",5
"5140","GEM",15
"5141","GEMIN2",14
"5142","GEMIN4",10
"5143","GEMIN5",6
"5144","GEMIN6",2
"5145","GEMIN7",14
"5146","GEMIN8",4
"5147","GEN1",8
"5148","GET4",3
"5149","GFI1",13
"5150","GFM1",1
"5151","GFM2",15
"5152","GFOD1",5
"5153","GFPT1",5
"5154","GFPT2",6
"5155","GFRA3",9
"5156","GGA1",2
"5157","GGA2",12
"5158","GGACT",2
"5159","GGCT",3
"5160","GGCX",3
"5161","GGH",5
"5162","GGN",9
"5163","GGNBP1",5
"5164","GGNBP2",7
"5165","GGPS1",6
"5166","GGT1",9
"5167","GGT7",10
"5168","GGTA1",5
"5169","GHITM",4
"5170","GHR",6
"5171","GHSR",3
"5172","GIGYF2",10
"5173","GIMAP1",16
"5174","GIMAP1OS",2
"5175","GIMAP3",8
"5176","GIMAP4",9
"5177","GIMAP5",15
"5178","GIMAP6",16
"5179","GIMAP7",4
"5180","GIMAP8",4
"5181","GIMAP9",12
"5182","GIN1",6
"5183","GINM1",5
"5184","GINS1",5
"5185","GINS3",2
"5186","GINS4",15
"5187","GIPC1",9
"5188","GIPC2",3
"5189","GIPR",6
"5190","GIT1",9
"5191","GIT2",8
"5192","GJA1",16
"5193","GJA3",6
"5194","GJA4",12
"5195","GJA5",13
"5196","GJB1",2
"5197","GJB2",2
"5198","GJB4",12
"5199","GJB5",12
"5200","GJC1",6
"5201","GJC2",8
"5202","GJD3",9
"5203","GK",16
"5204","GK5",3
"5205","GKAP1",12
"5206","GLA",10
"5207","GLB1",7
"5208","GLB1L",2
"5209","GLCCI1",3
"5210","GLDC",6
"5211","GLE1",2
"5212","GLG1",2
"5213","GLI1",9
"5214","GLIPR1",4
"5215","GLIPR1L1",4
"5216","GLIPR2",11
"5217","GLIS1",9
"5218","GLIS2",15
"5219","GLIS3",8
"5220","GLMN",5
"5221","GLO1",10
"5222","GLOD4",3
"5223","GLP1R",9
"5224","GLRX",5
"5225","GLRX2",4
"5226","GLRX3",5
"5227","GLRX5",14
"5228","GLS",15
"5229","GLS2",12
"5230","GLT28D2",14
"5231","GLT8D1",14
"5232","GLTP",12
"5233","GLTSCR1",9
"5234","GLTSCR1L",1
"5235","GLTSCR2",13
"5236","GLUD1",9
"5237","GLUL",13
"5238","GLYCTK",1
"5239","GLYR1",10
"5240","GM10000",8
"5241","GM10010",14
"5242","GM10013",4
"5243","GM10015",12
"5244","GM10030",9
"5245","GM10037",1
"5246","GM10039",9
"5247","GM10044",5
"5248","GM10045",3
"5249","GM10065",8
"5250","GM10067",12
"5251","GM10069",11
"5252","GM10073",1
"5253","GM10074",12
"5254","GM10080",2
"5255","GM10083",8
"5256","GM10094",9
"5257","GM10101",10
"5258","GM10123",14
"5259","GM10125",3
"5260","GM10129",9
"5261","GM10130",9
"5262","GM10138",13
"5263","GM10143",8
"5264","GM10146",3
"5265","GM10160",15
"5266","GM10161",15
"5267","GM10171",1
"5268","GM10176",9
"5269","GM10177",13
"5270","GM10180",9
"5271","GM10184",9
"5272","GM10190",13
"5273","GM10203",6
"5274","GM10205",6
"5275","GM10221",3
"5276","GM10222",6
"5277","GM10233",1
"5278","GM10237",1
"5279","GM10244",14
"5280","GM10260",15
"5281","GM10268",3
"5282","GM10272",9
"5283","GM10273",15
"5284","GM10277",12
"5285","GM10283",9
"5286","GM10284",12
"5287","GM10287",12
"5288","GM10298",16
"5289","GM10300",8
"5290","GM10309",8
"5291","GM10319",6
"5292","GM10322",3
"5293","GM10344",10
"5294","GM10354",15
"5295","GM10369",12
"5296","GM10371",8
"5297","GM10373",12
"5298","GM10382",15
"5299","GM10390",10
"5300","GM10399",2
"5301","GM10418",9
"5302","GM10428",9
"5303","GM10433",2
"5304","GM10434",14
"5305","GM10444",1
"5306","GM10447",9
"5307","GM10463",1
"5308","GM10472",14
"5309","GM10499",8
"5310","GM10501",1
"5311","GM10505",8
"5312","GM10516",1
"5313","GM10517",13
"5314","GM10518",13
"5315","GM10522",8
"5316","GM10524",13
"5317","GM10530",14
"5318","GM10535",9
"5319","GM10548",10
"5320","GM10549",8
"5321","GM10555",15
"5322","GM10557",6
"5323","GM10575",3
"5324","GM10582",9
"5325","GM10583",5
"5326","GM10602",1
"5327","GM10603",15
"5328","GM10605",1
"5329","GM10614",12
"5330","GM10617",2
"5331","GM10634",1
"5332","GM10638",1
"5333","GM10640",13
"5334","GM10642",13
"5335","GM10643",8
"5336","GM10644",12
"5337","GM10647",1
"5338","GM10649",15
"5339","GM10655",15
"5340","GM10658",1
"5341","GM10680",9
"5342","GM10687",10
"5343","GM10699",10
"5344","GM10704",9
"5345","GM10715",12
"5346","GM10717",4
"5347","GM10718",6
"5348","GM10719",6
"5349","GM10720",6
"5350","GM10721",8
"5351","GM10722",8
"5352","GM10735",14
"5353","GM10762",2
"5354","GM10766",2
"5355","GM10767",5
"5356","GM10775",14
"5357","GM10778",13
"5358","GM10785",13
"5359","GM10799",1
"5360","GM10800",4
"5361","GM10801",4
"5362","GM10804",5
"5363","GM10805",8
"5364","GM10812",4
"5365","GM10822",13
"5366","GM10827",3
"5367","GM10830",6
"5368","GM10837",6
"5369","GM10840",3
"5370","GM10941",3
"5371","GM10959",5
"5372","GM10961",3
"5373","GM11011",3
"5374","GM11025",6
"5375","GM11042",6
"5376","GM11077",16
"5377","GM11100",15
"5378","GM11110",5
"5379","GM11168",6
"5380","GM11175",2
"5381","GM11184",12
"5382","GM11188",8
"5383","GM11201",4
"5384","GM11205",2
"5385","GM11210",8
"5386","GM11214",4
"5387","GM11259",8
"5388","GM11266",9
"5389","GM11273",1
"5390","GM11280",4
"5391","GM11291",9
"5392","GM11292",4
"5393","GM11307",8
"5394","GM11335",2
"5395","GM11336",2
"5396","GM11345",8
"5397","GM11346",2
"5398","GM11359",8
"5399","GM11366",8
"5400","GM11377",9
"5401","GM11378",8
"5402","GM11384",9
"5403","GM11398",2
"5404","GM11400",4
"5405","GM11408",9
"5406","GM11410",8
"5407","GM11419",8
"5408","GM11420",4
"5409","GM11423",1
"5410","GM11444",9
"5411","GM11454",14
"5412","GM11457",2
"5413","GM11462",1
"5414","GM11464",13
"5415","GM11465",12
"5416","GM11474",10
"5417","GM11475",8
"5418","GM11478",4
"5419","GM11479",10
"5420","GM11489",9
"5421","GM11491",9
"5422","GM11496",13
"5423","GM11505",12
"5424","GM11508",13
"5425","GM11520",9
"5426","GM11521",15
"5427","GM11527",1
"5428","GM11529",4
"5429","GM11532",1
"5430","GM11540",8
"5431","GM11541",8
"5432","GM11548",8
"5433","GM11549",8
"5434","GM11560",8
"5435","GM11561",9
"5436","GM11572",12
"5437","GM11573",8
"5438","GM11574",15
"5439","GM11579",4
"5440","GM11583",4
"5441","GM11584",12
"5442","GM11592",1
"5443","GM11608",8
"5444","GM11613",14
"5445","GM11614",2
"5446","GM11619",12
"5447","GM11627",9
"5448","GM11629",12
"5449","GM11630",1
"5450","GM11638",14
"5451","GM11646",14
"5452","GM11650",9
"5453","GM11651",9
"5454","GM11655",4
"5455","GM11657",1
"5456","GM11674",9
"5457","GM11683",8
"5458","GM11685",2
"5459","GM11689",8
"5460","GM11691",8
"5461","GM11694",2
"5462","GM11696",10
"5463","GM11701",10
"5464","GM11702",9
"5465","GM11707",8
"5466","GM11713",1
"5467","GM11714",12
"5468","GM11718",10
"5469","GM11722",10
"5470","GM11735",9
"5471","GM11736",14
"5472","GM11743",12
"5473","GM11752",9
"5474","GM11753",8
"5475","GM11755",9
"5476","GM11762",8
"5477","GM11766",9
"5478","GM11767",9
"5479","GM11772",8
"5480","GM11775",9
"5481","GM11788",1
"5482","GM11792",8
"5483","GM11795",4
"5484","GM11796",8
"5485","GM11802",8
"5486","GM11803",8
"5487","GM11808",1
"5488","GM11831",9
"5489","GM11832",4
"5490","GM11847",8
"5491","GM11849",4
"5492","GM11860",9
"5493","GM11869",8
"5494","GM11870",10
"5495","GM11881",12
"5496","GM11888",8
"5497","GM11890",4
"5498","GM11899",8
"5499","GM11906",8
"5500","GM11926",8
"5501","GM11928",4
"5502","GM11934",10
"5503","GM11936",9
"5504","GM11940",12
"5505","GM11941",8
"5506","GM11964",8
"5507","GM11966",1
"5508","GM11969",8
"5509","GM11970",10
"5510","GM11973",2
"5511","GM11974",2
"5512","GM11975",8
"5513","GM11988",4
"5514","GM11993",4
"5515","GM11998",2
"5516","GM11999",13
"5517","GM12",8
"5518","GM12000",8
"5519","GM12003",9
"5520","GM12034",1
"5521","GM12037",1
"5522","GM12041",4
"5523","GM12043",2
"5524","GM12052",8
"5525","GM12053",8
"5526","GM12057",2
"5527","GM12059",2
"5528","GM12061",13
"5529","GM12063",8
"5530","GM12069",9
"5531","GM12070",8
"5532","GM12089",2
"5533","GM12092",8
"5534","GM12093",13
"5535","GM12101",8
"5536","GM12108",4
"5537","GM12120",1
"5538","GM12148",10
"5539","GM12156",12
"5540","GM12166",4
"5541","GM12168",15
"5542","GM12184",8
"5543","GM12185",8
"5544","GM12186",8
"5545","GM12188",8
"5546","GM12194",14
"5547","GM12204",10
"5548","GM12207",10
"5549","GM12212",1
"5550","GM12213",8
"5551","GM12216",13
"5552","GM12221",8
"5553","GM12227",9
"5554","GM12229",8
"5555","GM12230",8
"5556","GM12231",8
"5557","GM12242",4
"5558","GM12245",10
"5559","GM12247",9
"5560","GM12248",1
"5561","GM12250",4
"5562","GM12257",15
"5563","GM12258",13
"5564","GM12260",13
"5565","GM12271",14
"5566","GM12273",8
"5567","GM12278",4
"5568","GM12279",2
"5569","GM12281",8
"5570","GM12296",5
"5571","GM12301",9
"5572","GM12305",9
"5573","GM12306",1
"5574","GM12314",1
"5575","GM12316",1
"5576","GM12318",5
"5577","GM12336",12
"5578","GM12344",8
"5579","GM12349",9
"5580","GM12352",14
"5581","GM12364",12
"5582","GM12367",1
"5583","GM12396",14
"5584","GM12402",5
"5585","GM12405",8
"5586","GM12406",8
"5587","GM12425",12
"5588","GM12426",9
"5589","GM12427",4
"5590","GM12436",8
"5591","GM12443",9
"5592","GM12446",8
"5593","GM12447",8
"5594","GM12464",9
"5595","GM12474",1
"5596","GM12511",4
"5597","GM12522",8
"5598","GM12529",9
"5599","GM12531",8
"5600","GM12534",15
"5601","GM12536",8
"5602","GM12542",8
"5603","GM12565",8
"5604","GM12576",9
"5605","GM12585",9
"5606","GM12592",14
"5607","GM12596",15
"5608","GM12602",15
"5609","GM12604",8
"5610","GM12606",8
"5611","GM12607",9
"5612","GM12631",15
"5613","GM12634",1
"5614","GM12635",8
"5615","GM12645",4
"5616","GM12655",2
"5617","GM12676",2
"5618","GM12678",9
"5619","GM12679",2
"5620","GM12680",1
"5621","GM12692",8
"5622","GM12694",1
"5623","GM12697",9
"5624","GM12703",1
"5625","GM12708",15
"5626","GM12712",9
"5627","GM12730",8
"5628","GM12735",1
"5629","GM12740",9
"5630","GM12742",1
"5631","GM12743",1
"5632","GM12748",8
"5633","GM12758",1
"5634","GM12762",13
"5635","GM12764",1
"5636","GM12785",8
"5637","GM12796",2
"5638","GM12801",9
"5639","GM12808",2
"5640","GM12811",8
"5641","GM12813",4
"5642","GM12814",9
"5643","GM12827",9
"5644","GM12834",1
"5645","GM12844",1
"5646","GM12850",12
"5647","GM12861",9
"5648","GM12866",12
"5649","GM12871",6
"5650","GM12890",2
"5651","GM12891",12
"5652","GM12892",8
"5653","GM12901",12
"5654","GM12905",1
"5655","GM12915",3
"5656","GM12917",1
"5657","GM12925",2
"5658","GM12932",6
"5659","GM12942",14
"5660","GM12945",1
"5661","GM12951",2
"5662","GM12962",8
"5663","GM12974",5
"5664","GM12977",5
"5665","GM12979",1
"5666","GM12980",4
"5667","GM12985",14
"5668","GM12990",1
"5669","GM12992",6
"5670","GM12993",10
"5671","GM12996",10
"5672","GM12997",9
"5673","GM12999",2
"5674","GM13002",9
"5675","GM13006",12
"5676","GM13012",9
"5677","GM13013",2
"5678","GM13015",9
"5679","GM13019",1
"5680","GM13021",12
"5681","GM13022",4
"5682","GM13028",12
"5683","GM13031",2
"5684","GM13033",12
"5685","GM13034",9
"5686","GM13039",5
"5687","GM13053",9
"5688","GM13056",9
"5689","GM13063",9
"5690","GM13065",9
"5691","GM13068",9
"5692","GM13091",15
"5693","GM13111",6
"5694","GM13126",6
"5695","GM13127",9
"5696","GM13135",2
"5697","GM13136",9
"5698","GM13139",4
"5699","GM13140",9
"5700","GM13147",4
"5701","GM13151",4
"5702","GM13152",9
"5703","GM13157",4
"5704","GM13161",8
"5705","GM13162",15
"5706","GM13170",4
"5707","GM13173",12
"5708","GM13179",8
"5709","GM13185",15
"5710","GM13186",8
"5711","GM13205",6
"5712","GM13210",6
"5713","GM13212",1
"5714","GM13214",9
"5715","GM13220",9
"5716","GM13230",12
"5717","GM13239",6
"5718","GM13245",4
"5719","GM13247",14
"5720","GM13251",4
"5721","GM13256",4
"5722","GM13267",10
"5723","GM13270",9
"5724","GM13281",13
"5725","GM13283",15
"5726","GM13284",12
"5727","GM13286",3
"5728","GM13293",15
"5729","GM13294",4
"5730","GM13312",9
"5731","GM13313",15
"5732","GM13320",4
"5733","GM13321",2
"5734","GM13330",10
"5735","GM13333",8
"5736","GM13339",9
"5737","GM13340",9
"5738","GM13341",15
"5739","GM13343",4
"5740","GM13344",6
"5741","GM13357",12
"5742","GM13369",12
"5743","GM13375",15
"5744","GM13383",12
"5745","GM13387",9
"5746","GM13388",6
"5747","GM13391",8
"5748","GM13400",14
"5749","GM13404",8
"5750","GM13419",2
"5751","GM13420",9
"5752","GM13421",2
"5753","GM13427",9
"5754","GM13428",12
"5755","GM13429",12
"5756","GM13431",8
"5757","GM13443",5
"5758","GM13445",4
"5759","GM13448",14
"5760","GM13450",6
"5761","GM13452",12
"5762","GM13478",4
"5763","GM13481",15
"5764","GM13483",8
"5765","GM13489",15
"5766","GM13494",8
"5767","GM13496",2
"5768","GM13523",6
"5769","GM13524",1
"5770","GM13525",6
"5771","GM13528",12
"5772","GM13534",12
"5773","GM13535",15
"5774","GM13546",9
"5775","GM13548",2
"5776","GM13555",9
"5777","GM13561",4
"5778","GM13562",13
"5779","GM13564",12
"5780","GM13565",13
"5781","GM13572",5
"5782","GM13573",4
"5783","GM13576",6
"5784","GM13584",6
"5785","GM13589",10
"5786","GM13594",15
"5787","GM13596",2
"5788","GM13605",9
"5789","GM13618",9
"5790","GM13620",4
"5791","GM13624",12
"5792","GM13626",13
"5793","GM13630",2
"5794","GM13631",9
"5795","GM13632",9
"5796","GM13633",9
"5797","GM13647",9
"5798","GM13652",9
"5799","GM13655",4
"5800","GM13657",14
"5801","GM13684",5
"5802","GM13686",10
"5803","GM13707",8
"5804","GM13710",9
"5805","GM13711",12
"5806","GM13717",14
"5807","GM13746",4
"5808","GM13748",8
"5809","GM13791",12
"5810","GM13803",4
"5811","GM13814",4
"5812","GM13830",2
"5813","GM13831",12
"5814","GM13832",8
"5815","GM13833",15
"5816","GM13835",8
"5817","GM13840",2
"5818","GM13842",9
"5819","GM13855",14
"5820","GM13858",14
"5821","GM13859",2
"5822","GM13866",4
"5823","GM13882",12
"5824","GM13886",2
"5825","GM13900",12
"5826","GM13902",6
"5827","GM13903",12
"5828","GM13919",4
"5829","GM13942",9
"5830","GM13963",15
"5831","GM13966",1
"5832","GM13972",13
"5833","GM13977",15
"5834","GM13982",15
"5835","GM13983",4
"5836","GM13994",9
"5837","GM14004",9
"5838","GM14005",5
"5839","GM14009",5
"5840","GM1401",5
"5841","GM14010",9
"5842","GM14016",9
"5843","GM14019",3
"5844","GM14022",13
"5845","GM14023",13
"5846","GM14024",15
"5847","GM14033",12
"5848","GM14050",8
"5849","GM14051",13
"5850","GM14066",9
"5851","GM14086",12
"5852","GM14092",4
"5853","GM14104",15
"5854","GM14124",9
"5855","GM14131",4
"5856","GM14140",15
"5857","GM14159",9
"5858","GM14164",2
"5859","GM14167",15
"5860","GM14169",9
"5861","GM14174",9
"5862","GM14202",10
"5863","GM14204",9
"5864","GM14205",8
"5865","GM14206",12
"5866","GM14220",9
"5867","GM14222",6
"5868","GM14223",9
"5869","GM14226",14
"5870","GM14232",14
"5871","GM14235",2
"5872","GM14248",9
"5873","GM14254",5
"5874","GM14268",15
"5875","GM14284",1
"5876","GM14285",8
"5877","GM14290",14
"5878","GM14302",2
"5879","GM14320",3
"5880","GM14321",5
"5881","GM14325",9
"5882","GM14326",9
"5883","GM14341",8
"5884","GM14376",8
"5885","GM14379",9
"5886","GM14383",9
"5887","GM14388",2
"5888","GM14418",9
"5889","GM14443",15
"5890","GM14453",2
"5891","GM14455",15
"5892","GM14469",15
"5893","GM14486",9
"5894","GM14487",9
"5895","GM14488",15
"5896","GM14493",4
"5897","GM14551",4
"5898","GM14586",2
"5899","GM14597",2
"5900","GM14610",4
"5901","GM14612",4
"5902","GM14619",15
"5903","GM14636",4
"5904","GM14703",1
"5905","GM14705",8
"5906","GM14718",8
"5907","GM14733",4
"5908","GM14834",4
"5909","GM14853",4
"5910","GM14963",2
"5911","GM14965",9
"5912","GM15038",1
"5913","GM15050",9
"5914","GM15058",4
"5915","GM15123",8
"5916","GM15124",8
"5917","GM15133",4
"5918","GM15163",12
"5919","GM15187",12
"5920","GM15199",15
"5921","GM15201",14
"5922","GM15208",8
"5923","GM15222",9
"5924","GM15232",15
"5925","GM15233",4
"5926","GM15234",1
"5927","GM15241",14
"5928","GM15246",2
"5929","GM15247",13
"5930","GM15264",9
"5931","GM15270",8
"5932","GM15283",14
"5933","GM15287",13
"5934","GM15317",8
"5935","GM15320",10
"5936","GM15323",4
"5937","GM15326",15
"5938","GM15327",2
"5939","GM15334",15
"5940","GM15371",8
"5941","GM15374",12
"5942","GM15395",12
"5943","GM15396",14
"5944","GM15399",4
"5945","GM15407",1
"5946","GM15408",14
"5947","GM15409",14
"5948","GM15411",4
"5949","GM15415",4
"5950","GM15416",15
"5951","GM15417",14
"5952","GM15420",9
"5953","GM15423",9
"5954","GM15441",14
"5955","GM15444",9
"5956","GM15446",2
"5957","GM15453",9
"5958","GM15454",8
"5959","GM15469",9
"5960","GM15471",8
"5961","GM15473",13
"5962","GM15477",15
"5963","GM15479",9
"5964","GM15483",8
"5965","GM15488",15
"5966","GM15489",10
"5967","GM15491",2
"5968","GM15492",2
"5969","GM15494",8
"5970","GM15496",9
"5971","GM15498",4
"5972","GM15503",6
"5973","GM15506",15
"5974","GM15510",2
"5975","GM15511",9
"5976","GM15513",8
"5977","GM15518",1
"5978","GM15523",8
"5979","GM15524",4
"5980","GM15525",8
"5981","GM15528",8
"5982","GM15535",1
"5983","GM15540",12
"5984","GM15541",1
"5985","GM15543",9
"5986","GM15544",8
"5987","GM15545",2
"5988","GM15547",9
"5989","GM15549",2
"5990","GM15558",8
"5991","GM15564",14
"5992","GM15567",1
"5993","GM15568",4
"5994","GM15569",9
"5995","GM15570",1
"5996","GM15579",15
"5997","GM15587",14
"5998","GM15598",12
"5999","GM156",9
"6000","GM15602",9
"6001","GM15607",8
"6002","GM15608",1
"6003","GM15612",1
"6004","GM15624",12
"6005","GM15627",9
"6006","GM15628",2
"6007","GM15634",12
"6008","GM15638",8
"6009","GM15642",14
"6010","GM15648",14
"6011","GM15651",4
"6012","GM15663",9
"6013","GM15672",2
"6014","GM15674",8
"6015","GM15684",8
"6016","GM15698",1
"6017","GM15704",12
"6018","GM15706",5
"6019","GM15722",12
"6020","GM15723",9
"6021","GM15726",15
"6022","GM15728",1
"6023","GM15729",2
"6024","GM15731",8
"6025","GM15734",8
"6026","GM15735",6
"6027","GM15736",4
"6028","GM15742",14
"6029","GM15743",2
"6030","GM15747",1
"6031","GM15749",14
"6032","GM15753",9
"6033","GM15756",14
"6034","GM15760",8
"6035","GM15764",8
"6036","GM15767",9
"6037","GM15781",9
"6038","GM15783",4
"6039","GM15786",4
"6040","GM15787",10
"6041","GM15794",9
"6042","GM15800",14
"6043","GM15810",13
"6044","GM15816",9
"6045","GM15821",9
"6046","GM15829",2
"6047","GM15831",14
"6048","GM15834",13
"6049","GM15835",8
"6050","GM15838",14
"6051","GM15840",8
"6052","GM15842",8
"6053","GM15846",9
"6054","GM15847",8
"6055","GM15850",14
"6056","GM15853",14
"6057","GM15856",4
"6058","GM15859",1
"6059","GM15860",14
"6060","GM15864",12
"6061","GM15869",8
"6062","GM15873",8
"6063","GM15884",12
"6064","GM15886",8
"6065","GM15889",1
"6066","GM15890",10
"6067","GM15891",12
"6068","GM15892",12
"6069","GM15897",4
"6070","GM15899",8
"6071","GM15903",10
"6072","GM15906",8
"6073","GM15908",9
"6074","GM15912",2
"6075","GM15913",4
"6076","GM15914",9
"6077","GM15927",10
"6078","GM15932",14
"6079","GM15935",14
"6080","GM15938",9
"6081","GM15943",15
"6082","GM15946",13
"6083","GM15951",12
"6084","GM15952",13
"6085","GM15954",15
"6086","GM15958",14
"6087","GM15971",9
"6088","GM15972",15
"6089","GM15979",1
"6090","GM15983",12
"6091","GM15984",9
"6092","GM15991",14
"6093","GM15996",12
"6094","GM15997",8
"6095","GM15998",9
"6096","GM15999",15
"6097","GM16001",9
"6098","GM16005",13
"6099","GM16007",9
"6100","GM16008",15
"6101","GM16014",14
"6102","GM16023",9
"6103","GM16027",4
"6104","GM16031",8
"6105","GM16033",4
"6106","GM16038",9
"6107","GM16044",2
"6108","GM16045",14
"6109","GM16046",15
"6110","GM16047",8
"6111","GM16049",9
"6112","GM16052",8
"6113","GM16061",9
"6114","GM16062",14
"6115","GM16066",9
"6116","GM16083",15
"6117","GM16084",4
"6118","GM16085",4
"6119","GM16089",4
"6120","GM16096",8
"6121","GM16101",12
"6122","GM16103",9
"6123","GM16104",12
"6124","GM16120",1
"6125","GM16121",4
"6126","GM16124",14
"6127","GM16133",15
"6128","GM16136",8
"6129","GM16142",4
"6130","GM16144",14
"6131","GM16152",12
"6132","GM16153",9
"6133","GM16155",4
"6134","GM16156",9
"6135","GM16157",13
"6136","GM16158",4
"6137","GM16160",8
"6138","GM16164",8
"6139","GM16165",1
"6140","GM16170",13
"6141","GM16171",8
"6142","GM16181",4
"6143","GM16184",4
"6144","GM16188",13
"6145","GM16194",9
"6146","GM16196",9
"6147","GM16198",9
"6148","GM16201",14
"6149","GM16206",4
"6150","GM16208",1
"6151","GM16213",4
"6152","GM16214",9
"6153","GM16229",9
"6154","GM16231",15
"6155","GM16237",4
"6156","GM16242",9
"6157","GM16244",10
"6158","GM16245",4
"6159","GM16251",10
"6160","GM16253",1
"6161","GM16259",15
"6162","GM16261",8
"6163","GM16267",6
"6164","GM16272",2
"6165","GM16273",8
"6166","GM16274",5
"6167","GM16275",2
"6168","GM16276",10
"6169","GM16278",9
"6170","GM16279",14
"6171","GM16283",14
"6172","GM16286",14
"6173","GM16288",6
"6174","GM16291",4
"6175","GM16294",4
"6176","GM16295",12
"6177","GM16298",8
"6178","GM16299",13
"6179","GM16306",9
"6180","GM16307",9
"6181","GM16314",1
"6182","GM16315",8
"6183","GM16322",14
"6184","GM16329",15
"6185","GM16337",5
"6186","GM16341",1
"6187","GM16343",8
"6188","GM16350",4
"6189","GM16365",13
"6190","GM16372",12
"6191","GM16383",12
"6192","GM16386",10
"6193","GM16418",8
"6194","GM16432",4
"6195","GM16433",15
"6196","GM1647",13
"6197","GM16490",9
"6198","GM16503",6
"6199","GM16505",10
"6200","GM16519",8
"6201","GM16531",8
"6202","GM16534",4
"6203","GM16537",2
"6204","GM16538",9
"6205","GM16540",3
"6206","GM16550",4
"6207","GM16554",8
"6208","GM16557",9
"6209","GM16576",2
"6210","GM16580",8
"6211","GM16596",12
"6212","GM16599",6
"6213","GM166",1
"6214","GM1661",2
"6215","GM16618",10
"6216","GM16619",15
"6217","GM16638",2
"6218","GM16675",15
"6219","GM16685",14
"6220","GM16686",14
"6221","GM16701",1
"6222","GM16702",15
"6223","GM16712",2
"6224","GM1673",12
"6225","GM16731",13
"6226","GM16740",8
"6227","GM16751",1
"6228","GM16754",1
"6229","GM16755",10
"6230","GM16758",8
"6231","GM16759",14
"6232","GM16793",1
"6233","GM16794",15
"6234","GM16796",2
"6235","GM16838",9
"6236","GM16845",10
"6237","GM16853",9
"6238","GM16861",14
"6239","GM16892",2
"6240","GM16894",9
"6241","GM16897",15
"6242","GM16933",13
"6243","GM16938",6
"6244","GM16998",15
"6245","GM17017",9
"6246","GM17019",12
"6247","GM17020",9
"6248","GM17033",15
"6249","GM17039",15
"6250","GM17040",10
"6251","GM17041",3
"6252","GM17052",8
"6253","GM17056",8
"6254","GM17077",3
"6255","GM17080",14
"6256","GM17092",10
"6257","GM17098",14
"6258","GM17102",2
"6259","GM17110",9
"6260","GM17112",5
"6261","GM17113",10
"6262","GM17115",10
"6263","GM17122",2
"6264","GM17133",13
"6265","GM17153",8
"6266","GM17155",9
"6267","GM17173",4
"6268","GM17181",12
"6269","GM17182",9
"6270","GM17196",9
"6271","GM1720",15
"6272","GM17200",9
"6273","GM17226",9
"6274","GM17227",2
"6275","GM17230",9
"6276","GM17249",13
"6277","GM17251",10
"6278","GM17257",9
"6279","GM17259",5
"6280","GM17271",8
"6281","GM17276",9
"6282","GM17281",9
"6283","GM17296",14
"6284","GM17315",15
"6285","GM17322",13
"6286","GM17324",14
"6287","GM17334",8
"6288","GM17344",11
"6289","GM17354",1
"6290","GM17387",8
"6291","GM17399",15
"6292","GM17402",9
"6293","GM17435",9
"6294","GM17450",4
"6295","GM17482",9
"6296","GM17484",1
"6297","GM17491",13
"6298","GM17494",10
"6299","GM17509",4
"6300","GM17511",6
"6301","GM17518",13
"6302","GM17571",6
"6303","GM17586",14
"6304","GM17597",9
"6305","GM17606",1
"6306","GM17622",4
"6307","GM17634",9
"6308","GM17638",10
"6309","GM17641",9
"6310","GM17673",13
"6311","GM17690",9
"6312","GM17711",10
"6313","GM17733",8
"6314","GM17748",4
"6315","GM17767",15
"6316","GM17782",3
"6317","GM17786",2
"6318","GM17837",6
"6319","GM17877",15
"6320","GM17934",8
"6321","GM17953",8
"6322","GM17968",9
"6323","GM18036",10
"6324","GM18180",9
"6325","GM18444",9
"6326","GM18604",8
"6327","GM18667",8
"6328","GM18709",9
"6329","GM18733",8
"6330","GM18827",6
"6331","GM18828",8
"6332","GM18856",12
"6333","GM18875",14
"6334","GM19057",15
"6335","GM19085",8
"6336","GM19261",6
"6337","GM19345",8
"6338","GM19412",10
