"","gene","kmeans_cluster"
"14072","RWDD1",5
"14073","RWDD2A",10
"14074","RWDD2B",11
"14075","RWDD3",16
"14076","RWDD4A",5
"14077","RXRA",9
"14078","RXRB",2
"14079","RYBP",5
"14080","RYK",15
"14081","RYR1",9
"14082","RYR3",6
"14083","S100A1",11
"14084","S100A10",13
"14085","S100A11",3
"14086","S100A13",11
"14087","S100A16",15
"14088","S100A2",15
"14089","S100A3",16
"14090","S100A4",4
"14091","S100A5",4
"14092","S100A6",4
"14093","S100PBP",15
"14094","S1PR1",12
"14095","S1PR5",6
"14096","SAA3",12
"14097","SAAL1",10
"14098","SAC3D1",6
"14099","SACM1L",6
"14100","SACS",14
"14101","SAE1",16
"14102","SAFB",2
"14103","SALL2",12
"14104","SALL3",8
"14105","SALL4",9
"14106","SAMD1",8
"14107","SAMD11",6
"14108","SAMD13",6
"14109","SAMD15",2
"14110","SAMD3",16
"14111","SAMD4",10
"14112","SAMD8",2
"14113","SAMD9L",6
"14114","SAMHD1",16
"14115","SAMM50",2
"14116","SAMSN1",15
"14117","SAP130",10
"14118","SAP18",2
"14119","SAP30",11
"14120","SAP30BP",16
"14121","SAP30BPOS",12
"14122","SAP30L",9
"14123","SAPCD1",9
"14124","SAPCD2",16
"14125","SAR1A",14
"14126","SAR1B",6
"14127","SARAF",5
"14128","SARDH",6
"14129","SARM1",3
"14130","SARS",2
"14131","SARS2",13
"14132","SART3",5
"14133","SASS6",2
"14134","SAT1",2
"14135","SATB1",5
"14136","SAXO2",13
"14137","SAYSD1",15
"14138","SBDS",2
"14139","SBF1",1
"14140","SBF2",6
"14141","SBK1",5
"14142","SBK2",14
"14143","SBNO1",10
"14144","SBSN",14
"14145","SC5D",7
"14146","SCAF1",5
"14147","SCAF11",7
"14148","SCAF4",16
"14149","SCAF8",5
"14150","SCAI",3
"14151","SCAMP1",9
"14152","SCAMP2",2
"14153","SCAMP5",6
"14154","SCAND1",10
"14155","SCAP",5
"14156","SCARB1",12
"14157","SCARB2",5
"14158","SCARF1",1
"14159","SCARNA13",5
"14160","SCARNA17",2
"14161","SCCPDH",14
"14162","SCD1",6
"14163","SCD2",2
"14164","SCFD1",2
"14165","SCFD2",5
"14166","SCG5",5
"14167","SCGB1C1",8
"14168","SCGB3A1",8
"14169","SCHIP1",10
"14170","SCIMP",14
"14171","SCLT1",15
"14172","SCLY",4
"14173","SCMH1",9
"14174","SCML4",15
"14175","SCN10A",15
"14176","SCN1A",15
"14177","SCN1B",13
"14178","SCN2A1",15
"14179","SCN4A",12
"14180","SCN5A",13
"14181","SCN8A",9
"14182","SCN9A",14
"14183","SCNM1",2
"14184","SCNN1G",2
"14185","SCO2",2
"14186","SCOC",13
"14187","SCP2",2
"14188","SCP2-PS1",6
"14189","SCPEP1",1
"14190","SCRIB",10
"14191","SCRN1",9
"14192","SCRN2",14
"14193","SCRN3",5
"14194","SCRT2",8
"14195","SCT",9
"14196","SCTR",9
"14197","SCUBE1",9
"14198","SCUBE3",5
"14199","SCYL1",14
"14200","SCYL2",2
"14201","SCYL3",13
"14202","SDAD1",10
"14203","SDC1",9
"14204","SDC3",9
"14205","SDC4",8
"14206","SDCBP",2
"14207","SDCBP2",4
"14208","SDCCAG3",13
"14209","SDCCAG8",13
"14210","SDE2",10
"14211","SDF2",12
"14212","SDF2L1",2
"14213","SDF4",1
"14214","SDHA",14
"14215","SDHAF1",8
"14216","SDHAF2",2
"14217","SDHAF4",14
"14218","SDHB",2
"14219","SDHD",2
"14220","SDK1",9
"14221","SDK2",6
"14222","SDPR",6
"14223","SDR39U1",14
"14224","SDR42E1",2
"14225","SEC11A",2
"14226","SEC11C",15
"14227","SEC14L1",5
"14228","SEC14L5",14
"14229","SEC16A",2
"14230","SEC22A",14
"14231","SEC22B",3
"14232","SEC22C",15
"14233","SEC23A",3
"14234","SEC23B",11
"14235","SEC23IP",10
"14236","SEC24A",15
"14237","SEC24B",5
"14238","SEC24C",5
"14239","SEC24D",3
"14240","SEC31A",5
"14241","SEC31B",6
"14242","SEC61A1",5
"14243","SEC61A2",3
"14244","SEC61B",10
"14245","SEC61G",4
"14246","SEC62",2
"14247","SEC63",6
"14248","SECISBP2",11
"14249","SECISBP2L",15
"14250","SECTM1A",9
"14251","SECTM1B",9
"14252","SEH1L",5
"14253","SEL1L",15
"14254","SEL1L3",6
"14255","SELENBP1",6
"14256","SELK",2
"14257","SELL",4
"14258","SELO",9
"14259","SELP",16
"14260","SELPLG",16
"14261","SELT",15
"14262","SEMA3B",9
"14263","SEMA3C",9
"14264","SEMA3D",9
"14265","SEMA3F",6
"14266","SEMA3G",9
"14267","SEMA4A",14
"14268","SEMA4B",10
"14269","SEMA4C",5
"14270","SEMA4D",7
"14271","SEMA4F",5
"14272","SEMA6A",9
"14273","SEMA6B",10
"14274","SEMA6C",12
"14275","SEMA6D",15
"14276","SEMA7A",5
"14277","SENP1",15
"14278","SENP2",14
"14279","SENP6",15
"14280","SENP7",5
"14281","SENP8",12
"14282","SEP15",7
"14283","SEPHS1",2
"14284","SEPHS2",6
"14285","SEPN1",9
"14286","SEPP1",12
"14287","SEPSECS",2
"14288","SEPT10",11
"14289","SEPT11",14
"14290","SEPT2",2
"14291","SEPT4",15
"14292","SEPT6",15
"14293","SEPT7",5
"14294","SEPT8",9
"14295","SEPT9",15
"14296","SERAC1",10
"14297","SERBP1",15
"14298","SERF1",10
"14299","SERF2",2
"14300","SERGEF",5
"14301","SERINC1",15
"14302","SERINC2",9
"14303","SERINC3",5
"14304","SERINC4",9
"14305","SERINC5",10
"14306","SERP1",2
"14307","SERP2",2
"14308","SERPINA12",9
"14309","SERPINA1B",8
"14310","SERPINA3F",16
"14311","SERPINA3G",4
"14312","SERPINA3L-PS",4
"14313","SERPINA5",9
"14314","SERPINB1-PS1",9
"14315","SERPINB10",4
"14316","SERPINB1A",2
"14317","SERPINB1C",15
"14318","SERPINB5",4
"14319","SERPINB6A",14
"14320","SERPINB6B",7
"14321","SERPINB9",15
"14322","SERPINB9F",16
"14323","SERPINE2",9
"14324","SERPINI1",15
"14325","SERTAD1",2
"14326","SERTAD2",5
"14327","SERTAD3",2
"14328","SESN1",13
"14329","SESN3",5
"14330","SESTD1",4
"14331","SET",10
"14332","SETBP1",5
"14333","SETD1B",11
"14334","SETD2",15
"14335","SETD3",1
"14336","SETD4",7
"14337","SETD5",5
"14338","SETD6",13
"14339","SETD7",15
"14340","SETD8",14
"14341","SETDB1",12
"14342","SETDB2",1
"14343","SETMAR",7
"14344","SETX",3
"14345","SEZ6",6
"14346","SEZ6L",6
"14347","SF3A1",2
"14348","SF3A2",9
"14349","SF3A3",11
"14350","SF3B1",10
"14351","SF3B3",16
"14352","SF3B4",16
"14353","SFI1",5
"14354","SFMBT1",9
"14355","SFMBT2",12
"14356","SFN",2
"14357","SFPQ",3
"14358","SFR1",2
"14359","SFRP4",6
"14360","SFSWAP",5
"14361","SFT2D1",10
"14362","SFT2D2",15
"14363","SFT2D3",2
"14364","SFTPB",8
"14365","SFXN1",1
"14366","SFXN2",11
"14367","SFXN3",10
"14368","SFXN4",5
"14369","SFXN5",2
"14370","SGCA",6
"14371","SGCB",13
"14372","SGCE",14
"14373","SGCG",12
"14374","SGCZ",9
"14375","SGIP1",4
"14376","SGK1",3
"14377","SGK2",12
"14378","SGK3",13
"14379","SGMS1",5
"14380","SGMS2",12
"14381","SGOL1",15
"14382","SGOL2A",3
"14383","SGPL1",13
"14384","SGPP1",15
"14385","SGSM1",8
"14386","SGSM2",10
"14387","SGTA",10
"14388","SGTB",3
"14389","SH2B1",6
"14390","SH2B2",9
"14391","SH2B3",6
"14392","SH2D1A",15
"14393","SH2D1B1",9
"14394","SH2D2A",5
"14395","SH2D4B",3
"14396","SH2D5",2
"14397","SH3BGRL",16
"14398","SH3BGRL2",9
"14399","SH3BP1",13
"14400","SH3BP2",5
"14401","SH3BP4",6
"14402","SH3BP5",2
"14403","SH3BP5L",11
"14404","SH3D19",9
"14405","SH3D21",11
"14406","SH3GL1",5
"14407","SH3GL2",9
"14408","SH3GL3",6
"14409","SH3GLB1",5
"14410","SH3GLB2",11
"14411","SH3KBP1",7
"14412","SH3PXD2A",6
"14413","SH3PXD2B",6
"14414","SH3RF1",15
"14415","SH3TC2",9
"14416","SH3YL1",14
"14417","SHANK1",11
"14418","SHANK2",9
"14419","SHANK3",6
"14420","SHARPIN",6
"14421","SHB",9
"14422","SHC2",6
"14423","SHC4",3
"14424","SHCBP1",16
"14425","SHCBP1L",2
"14426","SHE",9
"14427","SHF",5
"14428","SHFM1",2
"14429","SHISA2",6
"14430","SHISA3",6
"14431","SHISA4",16
"14432","SHISA5",3
"14433","SHISA7",9
"14434","SHKBP1",1
"14435","SHMT2",9
"14436","SHOC2",2
"14437","SHOX2",14
"14438","SHPK",9
"14439","SHPRH",9
"14440","SHQ1",5
"14441","SHROOM1",12
"14442","SIAE",15
"14443","SIAH1A",5
"14444","SIAH1B",5
"14445","SIAH2",15
"14446","SIAH3",7
"14447","SIDT1",13
"14448","SIDT2",11
"14449","SIGMAR1",11
"14450","SIK1",10
"14451","SIK2",5
"14452","SIK3",5
"14453","SIKE1",13
"14454","SIL1",3
"14455","SIM1",9
"14456","SIMC1",3
"14457","SIN3A",14
"14458","SIN3B",3
"14459","SIPA1",3
"14460","SIPA1L1",5
"14461","SIPA1L3",9
"14462","SIRT1",10
"14463","SIRT2",3
"14464","SIRT3",11
"14465","SIRT4",2
"14466","SIRT5",9
"14467","SIRT7",1
"14468","SIT1",4
"14469","SIVA1",10
"14470","SIX1",10
"14471","SIX2",6
"14472","SIX5",11
"14473","SKA1",3
"14474","SKA2",14
"14475","SKA3",10
"14476","SKAP2",10
"14477","SKI",15
"14478","SKIDA1",5
"14479","SKIL",3
"14480","SKIV2L2",14
"14481","SKP1A",5
"14482","SKP2",15
"14483","SLA",15
"14484","SLA2",6
"14485","SLAIN1",3
"14486","SLAIN2",5
"14487","SLAMF1",11
"14488","SLAMF6",12
"14489","SLAMF7",4
"14490","SLBP",2
"14491","SLC10A4",9
"14492","SLC10A7",5
"14493","SLC11A1",9
"14494","SLC11A2",14
"14495","SLC12A2",6
"14496","SLC12A4",9
"14497","SLC12A6",10
"14498","SLC12A7",5
"14499","SLC12A9",14
"14500","SLC13A3",6
"14501","SLC13A5",9
"14502","SLC14A1",15
"14503","SLC14A2",5
"14504","SLC15A1",12
"14505","SLC15A4",9
"14506","SLC16A1",2
"14507","SLC16A10",5
"14508","SLC16A11",3
"14509","SLC16A13",10
"14510","SLC16A2",12
"14511","SLC16A3",14
"14512","SLC16A6",7
"14513","SLC17A5",15
"14514","SLC17A8",9
"14515","SLC17A9",9
"14516","SLC18A1",3
"14517","SLC18A2",6
"14518","SLC18B1",6
"14519","SLC19A1",4
"14520","SLC19A2",14
"14521","SLC1A4",2
"14522","SLC1A5",14
"14523","SLC1A6",12
"14524","SLC1A7",12
"14525","SLC20A1",2
"14526","SLC20A2",2
"14527","SLC22A15",5
"14528","SLC22A16",9
"14529","SLC22A17",9
"14530","SLC22A23",9
"14531","SLC22A3",9
"14532","SLC22A4",12
"14533","SLC22A5",5
"14534","SLC22A8",9
"14535","SLC23A2",15
"14536","SLC24A2",15
"14537","SLC24A3",4
"14538","SLC25A1",5
"14539","SLC25A10",10
"14540","SLC25A11",2
"14541","SLC25A12",1
"14542","SLC25A13",15
"14543","SLC25A14",2
"14544","SLC25A15",10
"14545","SLC25A16",3
"14546","SLC25A17",5
"14547","SLC25A18",12
"14548","SLC25A19",15
"14549","SLC25A2",9
"14550","SLC25A20",6
"14551","SLC25A22",2
"14552","SLC25A23",14
"14553","SLC25A24",2
"14554","SLC25A27",2
"14555","SLC25A28",11
"14556","SLC25A29",14
"14557","SLC25A3",5
"14558","SLC25A30",11
"14559","SLC25A31",6
"14560","SLC25A32",13
"14561","SLC25A33",11
"14562","SLC25A34",12
"14563","SLC25A35",1
"14564","SLC25A36",4
"14565","SLC25A38",5
"14566","SLC25A39",12
"14567","SLC25A40",6
"14568","SLC25A43",9
"14569","SLC25A44",6
"14570","SLC25A46",10
"14571","SLC25A5",2
"14572","SLC25A51",9
"14573","SLC25A53",2
"14574","SLC26A11",11
"14575","SLC26A2",3
"14576","SLC26A3",4
"14577","SLC26A4",9
"14578","SLC26A5",6
"14579","SLC26A8",14
"14580","SLC27A2",10
"14581","SLC27A3",6
"14582","SLC27A4",2
"14583","SLC27A5",9
"14584","SLC27A6",9
"14585","SLC28A2",2
"14586","SLC29A1",14
"14587","SLC29A2",14
"14588","SLC29A3",7
"14589","SLC29A4",2
"14590","SLC2A1",2
"14591","SLC2A13",8
"14592","SLC2A2",14
"14593","SLC2A3",3
"14594","SLC2A4RG-PS",2
"14595","SLC2A5",9
"14596","SLC2A6",6
"14597","SLC2A8",11
"14598","SLC2A9",11
"14599","SLC30A1",10
"14600","SLC30A10",6
"14601","SLC30A3",9
"14602","SLC30A4",6
"14603","SLC30A5",5
"14604","SLC30A6",3
"14605","SLC30A7",10
"14606","SLC30A9",11
"14607","SLC31A1",3
"14608","SLC31A2",9
"14609","SLC33A1",12
"14610","SLC34A2",9
"14611","SLC35A1",5
"14612","SLC35A2",9
"14613","SLC35A3",3
"14614","SLC35A5",7
"14615","SLC35B1",4
"14616","SLC35B2",2
"14617","SLC35B3",10
"14618","SLC35B4",15
"14619","SLC35C1",9
"14620","SLC35C2",3
"14621","SLC35D1",14
"14622","SLC35D2",15
"14623","SLC35D3",5
"14624","SLC35E1",8
"14625","SLC35E2",9
"14626","SLC35E3",15
"14627","SLC35E4",5
"14628","SLC35F2",15
"14629","SLC35F3",9
"14630","SLC35F5",2
"14631","SLC35F6",1
"14632","SLC35G1",10
"14633","SLC35G2",12
"14634","SLC35G3",14
"14635","SLC36A1",10
"14636","SLC36A1OS",4
"14637","SLC36A3OS",15
"14638","SLC36A4",15
"14639","SLC37A1",11
"14640","SLC37A2",5
"14641","SLC37A3",13
"14642","SLC37A4",14
"14643","SLC38A1",3
"14644","SLC38A10",5
"14645","SLC38A2",7
"14646","SLC38A3",9
"14647","SLC38A6",6
"14648","SLC38A7",12
"14649","SLC38A8",3
"14650","SLC38A9",5
"14651","SLC39A1",13
"14652","SLC39A10",15
"14653","SLC39A11",15
"14654","SLC39A14",5
"14655","SLC39A2",6
"14656","SLC39A4",2
"14657","SLC39A6",11
"14658","SLC39A7",6
"14659","SLC39A8",5
"14660","SLC39A9",1
"14661","SLC3A2",13
"14662","SLC41A1",15
"14663","SLC41A2",10
"14664","SLC41A3",2
"14665","SLC43A1",12
"14666","SLC43A2",3
"14667","SLC43A3",11
"14668","SLC44A1",13
"14669","SLC44A2",9
"14670","SLC44A3",16
"14671","SLC44A5",6
"14672","SLC45A1",14
"14673","SLC45A4",15
"14674","SLC46A3",15
"14675","SLC47A1",6
"14676","SLC48A1",15
"14677","SLC4A11",10
"14678","SLC4A2",2
"14679","SLC4A4",6
"14680","SLC4A5",9
"14681","SLC4A7",15
"14682","SLC4A8",5
"14683","SLC52A2",1
"14684","SLC52A3",9
"14685","SLC5A1",9
"14686","SLC5A11",4
"14687","SLC5A3",5
"14688","SLC5A5",1
"14689","SLC5A6",2
"14690","SLC5A9",16
"14691","SLC6A1",9
"14692","SLC6A12",2
"14693","SLC6A16",5
"14694","SLC6A19",4
"14695","SLC6A19OS",6
"14696","SLC6A20A",12
"14697","SLC6A3",6
"14698","SLC6A6",15
"14699","SLC6A7",12
"14700","SLC6A8",9
"14701","SLC6A9",10
"14702","SLC7A1",7
"14703","SLC7A14",6
"14704","SLC7A5",14
"14705","SLC7A6OS",14
"14706","SLC7A7",6
"14707","SLC8B1",13
"14708","SLC9A1",4
"14709","SLC9A2",6
"14710","SLC9A3",6
"14711","SLC9A3R1",11
"14712","SLC9A5",1
"14713","SLC9A6",14
"14714","SLC9A7",9
"14715","SLC9A8",2
"14716","SLC9A9",5
"14717","SLC9B1",12
"14718","SLC9B2",13
"14719","SLCO2B1",9
"14720","SLCO3A1",5
"14721","SLCO4A1",6
"14722","SLCO4C1",10
"14723","SLCO5A1",14
"14724","SLCO6B1",4
"14725","SLFN1",4
"14726","SLFN14",10
"14727","SLFN2",4
"14728","SLFN3",2
"14729","SLFN5",14
"14730","SLFN8",6
"14731","SLFN9",3
"14732","SLFNL1",11
"14733","SLIRP",3
"14734","SLIT3",12
"14735","SLITRK5",6
"14736","SLK",6
"14737","SLMAP",10
"14738","SLMO1",6
"14739","SLMO2",15
"14740","SLPI",10
"14741","SLTM",5
"14742","SLU7",3
"14743","SLX1B",2
"14744","SLX4",11
"14745","SLX4IP",2
"14746","SMAD1",9
"14747","SMAD2",5
"14748","SMAD3",5
"14749","SMAD4",2
"14750","SMAD5",9
"14751","SMAD6",10
"14752","SMAD7",5
"14753","SMAD9",12
"14754","SMAP1",5
"14755","SMAP2",5
"14756","SMARCA2",2
"14757","SMARCA4",10
"14758","SMARCA5",3
"14759","SMARCA5-PS",13
"14760","SMARCAD1",3
"14761","SMARCAL1",5
"14762","SMARCB1",10
"14763","SMARCC1",13
"14764","SMARCD2",10
"14765","SMARCD3",3
"14766","SMARCE1",1
"14767","SMC1A",2
"14768","SMC2",14
"14769","SMC2OS",1
"14770","SMC3",10
"14771","SMC4",11
"14772","SMC5",3
"14773","SMC6",6
"14774","SMCHD1",10
"14775","SMCO4",9
"14776","SMDT1",11
"14777","SMEK1",3
"14778","SMEK2",6
"14779","SMG1",11
"14780","SMG6",5
"14781","SMG7",5
"14782","SMG8",6
"14783","SMG9",3
"14784","SMIM1",6
"14785","SMIM10L1",16
"14786","SMIM10L2A",3
"14787","SMIM11",13
"14788","SMIM12",13
"14789","SMIM13",10
"14790","SMIM14",3
"14791","SMIM15",5
"14792","SMIM17",14
"14793","SMIM19",13
"14794","SMIM20",7
"14795","SMIM24",9
"14796","SMIM3",9
"14797","SMIM4",11
"14798","SMIM5",3
"14799","SMIM8",5
"14800","SMN1",3
"14801","SMNDC1",5
"14802","SMO",9
"14803","SMOK2A",16
"14804","SMOK2B",9
"14805","SMOX",5
"14806","SMPD1",11
"14807","SMPD2",10
"14808","SMPD3",1
"14809","SMPD4",6
"14810","SMPD5",12
"14811","SMPDL3A",5
"14812","SMPDL3B",9
"14813","SMS",2
"14814","SMT3H2-PS2",12
"14815","SMTN",14
"14816","SMTNL1",13
"14817","SMU1",2
"14818","SMURF1",10
"14819","SMURF2",10
"14820","SMYD1",9
"14821","SMYD2",15
"14822","SMYD3",15
"14823","SMYD4",9
"14824","SMYD5",14
"14825","SNAI1",11
"14826","SNAI3",9
"14827","SNAP23",3
"14828","SNAP29",10
"14829","SNAP47",14
"14830","SNAP91",8
"14831","SNAPC1",5
"14832","SNAPC3",9
"14833","SNAPC5",14
"14834","SNCAIP",8
"14835","SNCB",10
"14836","SND1",5
"14837","SNED1",6
"14838","SNF8",2
"14839","SNHG12",2
"14840","SNHG17",2
"14841","SNHG20",9
"14842","SNHG3",5
"14843","SNHG4",1
"14844","SNHG5",5
"14845","SNHG6",1
"14846","SNHG7",2
"14847","SNHG7OS",2
"14848","SNHG8",14
"14849","SNHG9",13
"14850","SNN",5
"14851","SNOPSI28S-3327",14
"14852","SNORA15",9
"14853","SNORA16A",1
"14854","SNORA17",13
"14855","SNORA21",14
"14856","SNORA24",14
"14857","SNORA26",14
"14858","SNORA28",9
"14859","SNORA3",9
"14860","SNORA31",1
"14861","SNORA33",2
"14862","SNORA41",9
"14863","SNORA43",10
"14864","SNORA44",2
"14865","SNORA47",13
"14866","SNORA50",10
"14867","SNORA52",1
"14868","SNORA61",2
"14869","SNORA62",5
"14870","SNORA64",4
"14871","SNORA65",2
"14872","SNORA68",14
"14873","SNORA69",5
"14874","SNORA70",5
"14875","SNORA73A",2
"14876","SNORA73B",1
"14877","SNORA74A",5
"14878","SNORA78",3
"14879","SNORA7A",10
"14880","SNORD100",2
"14881","SNORD104",10
"14882","SNORD110",9
"14883","SNORD118",2
"14884","SNORD12",5
"14885","SNORD13",2
"14886","SNORD14A",13
"14887","SNORD14C",14
"14888","SNORD14D",14
"14889","SNORD14E",15
"14890","SNORD15A",14
"14891","SNORD15B",10
"14892","SNORD16A",14
"14893","SNORD17",5
"14894","SNORD19",2
"14895","SNORD21",5
"14896","SNORD32A",5
"14897","SNORD33",5
"14898","SNORD34",10
"14899","SNORD35A",10
"14900","SNORD35B",2
"14901","SNORD37",12
"14902","SNORD38A",7
"14903","SNORD42B",6
"14904","SNORD45B",12
"14905","SNORD45C",9
"14906","SNORD47",5
"14907","SNORD49A",9
"14908","SNORD49B",9
"14909","SNORD50A",10
"14910","SNORD50B",5
"14911","SNORD52",9
"14912","SNORD55",5
"14913","SNORD57",9
"14914","SNORD58B",13
"14915","SNORD59A",2
"14916","SNORD61",14
"14917","SNORD65",6
"14918","SNORD68",14
"14919","SNORD69",2
"14920","SNORD7",9
"14921","SNORD72",2
"14922","SNORD73A",2
"14923","SNORD77",2
"14924","SNORD78",2
"14925","SNORD80",2
"14926","SNORD82",11
"14927","SNORD83B",3
"14928","SNORD87",2
"14929","SNORD88A",5
"14930","SNORD88C",11
"14931","SNORD93",15
"14932","SNORD95",15
"14933","SNORD96A",5
"14934","SNORD99",2
"14935","SNOZ196",12
"14936","SNPH",5
"14937","SNRK",15
"14938","SNRNP200",11
"14939","SNRNP35",9
"14940","SNRNP40",9
"14941","SNRNP48",5
"14942","SNRNP70",10
"14943","SNRPA",5
"14944","SNRPA1",11
"14945","SNRPB",9
"14946","SNRPC",1
"14947","SNRPD1",13
"14948","SNRPD3",15
"14949","SNRPF",5
"14950","SNRPG",2
"14951","SNTA1",3
"14952","SNTB1",15
"14953","SNTB2",2
"14954","SNTG1",9
"14955","SNUPN",9
"14956","SNW1",15
"14957","SNX1",14
"14958","SNX10",10
"14959","SNX11",4
"14960","SNX12",5
"14961","SNX13",16
"14962","SNX14",5
"14963","SNX15",12
"14964","SNX16",2
"14965","SNX17",9
"14966","SNX18",15
"14967","SNX19",6
"14968","SNX2",8
"14969","SNX20",5
"14970","SNX21",5
"14971","SNX24",9
"14972","SNX25",9
"14973","SNX27",2
"14974","SNX29",5
"14975","SNX3",5
"14976","SNX30",2
"14977","SNX32",9
"14978","SNX33",5
"14979","SNX4",10
"14980","SNX5",5
"14981","SNX6",2
"14982","SNX8",1
"14983","SNX9",8
"14984","SOAT1",3
"14985","SOAT2",10
"14986","SOBP",8
"14987","SOCS1",10
"14988","SOCS2",1
"14989","SOCS3",5
"14990","SOCS4",10
"14991","SOCS5",15
"14992","SOCS6",15
"14993","SOCS7",8
"14994","SOD1",10
"14995","SOD2",5
"14996","SOD3",9
"14997","SOGA1",1
"14998","SON",5
"14999","SORBS1",9
"15000","SORCS1",9
"15001","SORCS2",12
"15002","SORD",5
"15003","SORL1",15
"15004","SOS1",5
"15005","SOS2",14
"15006","SOWAHA",12
"15007","SOWAHB",12
"15008","SOWAHC",5
"15009","SOX12",7
"15010","SOX17",16
"15011","SOX4",16
"15012","SOX5",16
"15013","SOX5IT",16
"15014","SOX5OS3",7
"15015","SOX6",7
"15016","SP1",16
"15017","SP100",7
"15018","SP110",16
"15019","SP140",16
"15020","SP2",11
"15021","SP3",7
"15022","SP3OS",7
"15023","SP4",7
"15024","SP9",11
"15025","SPA17",7
"15026","SPACA6",7
"15027","SPAG1",11
"15028","SPAG16",7
"15029","SPAG6",11
"15030","SPAG6L",7
"15031","SPAG7",11
"15032","SPAG8",11
"15033","SPAG9",11
"15034","SPAST",11
"15035","SPATA1",11
"15036","SPATA13",7
"15037","SPATA17",16
"15038","SPATA18",11
"15039","SPATA2",11
"15040","SPATA25",7
"15041","SPATA32",11
"15042","SPATA4",11
"15043","SPATA5",7
"15044","SPATA5L1",11
"15045","SPATA6",7
"15046","SPATA7",7
"15047","SPATS1",11
"15048","SPC24",11
"15049","SPC25",7
"15050","SPCS1",11
"15051","SPCS2",11
"15052","SPCS3",11
"15053","SPDL1",7
"15054","SPDYA",7
"15055","SPDYE4B",11
"15056","SPECC1",7
"15057","SPECC1L",7
"15058","SPEER4COS",16
"15059","SPEF1",11
"15060","SPEF2",7
"15061","SPEN",11
"15062","SPG11",11
"15063","SPG20",11
"15064","SPG21",7
"15065","SPHK2",11
"15066","SPICE1",11
"15067","SPIDR",11
"15068","SPIN1",7
"15069","SPIN2C",11
"15070","SPIN4",11
"15071","SPINK10",11
"15072","SPIRE2",16
"15073","SPO11",7
"15074","SPOCK2",7
"15075","SPOP",11
"15076","SPOPL",7
"15077","SPPL2A",7
"15078","SPPL2C",16
"15079","SPPL3",11
"15080","SPR",11
"15081","SPR-PS1",16
"15082","SPRED1",7
"15083","SPRED2",7
"15084","SPRTN",11
"15085","SPRY1",7
"15086","SPRY2",7
"15087","SPRYD3",16
"15088","SPRYD4",16
"15089","SPRYD7",7
"15090","SPSB1",7
"15091","SPSB2",16
"15092","SPTAN1",11
"15093","SPTB",11
"15094","SPTBN1",7
"15095","SPTBN4",7
"15096","SPTLC1",7
"15097","SPTLC2",16
"15098","SPTSSA",7
"15099","SPTY2D1",7
"15100","SQLE",11
"15101","SQSTM1",11
"15102","SRA1",16
"15103","SRBD1",7
"15104","SRC",11
"15105","SRCAP",11
"15106","SRD5A3",7
"15107","SREBF1",11
"15108","SREBF2",7
"15109","SREK1IP1",7
"15110","SRF",7
"15111","SRFBP1",7
"15112","SRGAP1",7
"15113","SRGAP2",7
"15114","SRGN",7
"15115","SRL",11
"15116","SRM",16
"15117","SRP19",11
"15118","SRP68",16
"15119","SRP72",11
"15120","SRP9",7
"15121","SRPK1",11
"15122","SRPK2",7
"15123","SRPR",11
"15124","SRPRB",11
"15125","SRRD",7
"15126","SRRM1",11
"15127","SRRM2",11
"15128","SRSF1",7
"15129","SRSF10",7
"15130","SRSF11",11
"15131","SRSF12",11
"15132","SRSF2",7
"15133","SRSF3",7
"15134","SRSF4",11
"15135","SRSF5",7
"15136","SRSF6",7
"15137","SRSF7",11
"15138","SRSF9",16
"15139","SRXN1",7
"15140","SS18",7
"15141","SS18L1",11
"15142","SSB",7
"15143","SSBP1",7
"15144","SSBP2",7
"15145","SSBP3",7
"15146","SSBP4",11
"15147","SSC4D",7
"15148","SSC5D",7
"15149","SSFA2",7
"15150","SSH1",7
"15151","SSH2",7
"15152","SSMEM1",7
"15153","SSNA1",11
"15154","SSPO",11
"15155","SSR1",7
"15156","SSR3",7
"15157","SSR4",11
"15158","SSRP1",7
"15159","SSU72",16
"15160","SSX2IP",7
"15161","ST14",11
"15162","ST3GAL2",11
"15163","ST3GAL3",11
"15164","ST3GAL4",11
"15165","ST3GAL5",7
"15166","ST3GAL6",7
"15167","ST6GAL1",16
"15168","ST6GALNAC2",16
"15169","ST6GALNAC3",7
"15170","ST6GALNAC4",11
"15171","ST6GALNAC5",11
"15172","ST7",7
"15173","ST7L",7
"15174","ST8SIA1",16
"15175","ST8SIA3",11
"15176","ST8SIA4",7
"15177","STAG1",7
"15178","STAG2",11
"15179","STAG3",7
"15180","STAM",7
"15181","STAMBP",7
"15182","STAMOS",11
"15183","STAP1",7
"15184","STAP2",11
"15185","STARD10",11
"15186","STARD3NL",7
"15187","STARD4",7
"15188","STARD5",7
"15189","STARD6",7
"15190","STARD7",11
"15191","STAT1",7
"15192","STAT3",11
"15193","STAT4",7
"15194","STAT5A",16
"15195","STAT5B",16
"15196","STAT6",11
"15197","STAU1",11
"15198","STAU2",11
"15199","STEAP3",7
"15200","STIL",11
"15201","STIM1",11
"15202","STIM2",7
"15203","STK10",7
"15204","STK11IP",16
"15205","STK16",16
"15206","STK17B",7
"15207","STK24",7
"15208","STK25",11
"15209","STK26",7
"15210","STK3",7
"15211","STK32C",7
"15212","STK35",11
"15213","STK38",11
"15214","STK38L",7
