,Naive_Kaech_Kaech,Naive_Kaech_Chung,Naive_Mackay_Chung,Naive_MilnerAug_Chung,Naive_Renkema_Chung,Naive_Scott_Scott,MP_Kaech_Chung,MP_Kaech_Kaech,MP_Kaech_Scott,MP_MilnerAug_Kaech,MP_MilnerAug_Scott,MP_MilnerAug_Chung,TE_Kaech_Chung,TE_Kaech_Kaech,TE_Kaech_Scott,TE_MilnerAug_Kaech,TE_MilnerAug_Scott,TE_MilnerAug_Chung,TCM_Mackay_Chung,TCM_MilnerAug_Chung,TCM_Renkema_Chung,TEM_Mackay_Chung,TEM_MilnerAug_Chung,TEM_Renkema_Chung,TRM.IEL_Milner17_Milner17,TRM.IEL_MilnerApr_Chung,TRM.IEL_MilnerApr_Milner17,TRM.IEL_Milner17_Chung,TRM.liver_Mackay_Chung,TexProg1_Beltra_Beltra,TexProg2_Beltra_Beltra,TexProg_Beltra_Chung,TexProg_Hudson_Chung,TexProg_Hudson_Beltra,TexInt_Beltra_Beltra,TexInt_Beltra_Chung,TexInt_Hudson_Chung,TexInt_Hudson_Beltra,TexTerm_Beltra_Beltra,TexTerm_Beltra_Chung,TexTerm_Hudson_Chung,TexTerm_Hudson_Beltra
Gm17597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,8.24,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310003L06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwdd2b,8.48,8.48,6.84,12.11,0,10.42,9.2,9.2,9.2,8.39,8.39,8.39,8.39,8.39,8.39,7.93,7.93,7.93,8,2.72,0,7.43,1.19,0,16.26,5.19,5.19,16.26,6.22,8.75,17.95,8.75,10.03,10.03,12.16,12.16,13.66,13.66,6.24,6.24,9.63,9.63
RP23-4F16.8,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mgrn1,20.67,20.67,12.23,12.21,0,23.42,11.79,11.79,11.79,8.85,8.85,8.85,9.15,9.15,9.15,3.75,3.75,3.75,14.08,6.65,0,11.06,7.97,0,6.32,14.71,14.71,6.32,16.48,34.42,21.56,34.42,58.98,58.98,7.08,7.08,10.13,10.13,11.25,11.25,13.73,13.73
C630004L07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0,0
Sema3f,0,0,0.07,0,0,0,0.74,0.74,0.74,0.1,0.1,0.1,0.9,0.9,0.9,0.25,0.25,0.25,0.25,0,0,0.63,0,0,0,0,0,0,0.26,0,0,0,0.26,0.26,1.3,1.3,0,0,0,0,0,0
RP23-380L19.3,0,0,0.08,0,0,0,0.48,0.48,0.48,0,0,0,0.73,0.73,0.73,0.2,0.2,0.2,0.71,0,0,2,0,0,0,0,0,0,2.19,0,0,0,0.08,0.08,0,0,0.22,0.22,0,0,0.26,0.26
A930024N18Rik,0,0,0,0,0,0,0.09,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.13,0,0.13,0,0,0,0,0,0,0,0,0,0
Gm38346,0,0,0,1.85,11.27,0.68,0.29,0.29,0.29,0.79,0.79,0.79,0.35,0.35,0.35,0.67,0.67,0.67,0.16,0.84,3.11,0.18,2.97,7.71,0.75,1.52,1.52,0.75,0.64,0,0,0,0.21,0.21,0,0,0.19,0.19,0.39,0.39,0.6,0.6
Ppfia2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0
Gm11497,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vps37c,5.12,5.12,5.72,5.33,15.52,14.07,17.07,17.07,17.07,13.41,13.41,13.41,15.99,15.99,15.99,8.75,8.75,8.75,15.94,8.3,13.69,20.74,8.5,12.74,14.93,20.24,20.24,14.93,26.2,14.26,13.5,14.26,26.85,26.85,18.48,18.48,32.73,32.73,34.32,34.32,42.99,42.99
Slc16a4,0,0,0.13,0.22,34.33,0.16,0.12,0.12,0.12,0.39,0.39,0.39,0.04,0.04,0.04,0.48,0.48,0.48,0.93,0,9.76,1.57,0,16.14,0.59,0,0,0.59,0.77,0,0,0,0.13,0.13,0,0,0.25,0.25,0.21,0.21,0.15,0.15
Gm16175,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.71,0,0,0.67,0.67,0,0,2.92,2.92
Iqce,33.44,33.44,8.2,9.52,0,5.72,40.73,40.73,40.73,6.74,6.74,6.74,27.27,27.27,27.27,4.34,4.34,4.34,29.81,4.09,0,36.17,5.72,0.81,3.94,4.81,4.81,3.94,33.39,8.43,13.82,8.43,24.37,24.37,15.09,15.09,17.12,17.12,18.56,18.56,15.5,15.5
Trpc5,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.19,0.19,0,0
Gm11893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.29
Gm26510,8.48,8.48,6.25,36.15,0,35.97,7.79,7.79,7.79,23.72,23.72,23.72,7.06,7.06,7.06,14.11,14.11,14.11,7.25,45.32,4.74,9.58,48.29,0,16.08,32.91,32.91,16.08,5.83,15.19,4.76,15.19,25.41,25.41,30.06,30.06,11.15,11.15,12.52,12.52,20.93,20.93
Gm4910,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77,1.37,1.37,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl31,2267.78,2267.78,1107.18,1563.31,352.99,177.71,767.6,767.6,767.6,1321.34,1321.34,1321.34,674.36,674.36,674.36,764.26,764.26,764.26,552.42,1165.64,193.31,408.75,928.11,89.75,959.02,765.47,765.47,959.02,361.49,184.23,348,184.23,176.69,176.69,167.26,167.26,118,118,179.98,179.98,95.99,95.99
Pnldc1,0,0,0.17,0,0,0.22,0.38,0.38,0.38,0,0,0,0.13,0.13,0.13,0.19,0.19,0.19,0.6,0,0,0.78,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0.31,0.31,0,0,0.07,0.07
Hnrnpdl,142.28,142.28,63.02,158.09,13.47,27.51,232.05,232.05,232.05,121.09,121.09,121.09,222.24,222.24,222.24,130.57,130.57,130.57,253.12,41.31,7.78,290.78,42.83,7.24,154.16,80.17,80.17,154.16,265.63,20.15,30.6,20.15,57.54,57.54,31.65,31.65,52.61,52.61,26.71,26.71,50.93,50.93
Trafd1,34.63,34.63,46.53,28.32,12.67,34.88,114.9,114.9,114.9,58.58,58.58,58.58,72.03,72.03,72.03,44.89,44.89,44.89,48.19,28.71,50.14,58.28,25.53,4.9,70.41,74.63,74.63,70.41,101,170.79,111.44,170.79,107.35,107.35,66.34,66.34,115.6,115.6,186.46,186.46,112.81,112.81
Gm11343,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ift81,8.06,8.06,0.64,0.64,0,0.9,0.29,0.29,0.29,0.1,0.1,0.1,0,0,0,0,0,0,0.39,0,0,0.31,0,0,0,0,0,0,2.53,4.74,0,4.74,2,2,0,0,0.28,0.28,0,0,0,0
Ccr6,0,0,0,0,0,0,1.24,1.24,1.24,2.85,2.85,2.85,0.63,0.63,0.63,0,0,0,2.44,0,0,0.63,0,0,0,0,0,0,0.48,110.45,130.65,110.45,72.8,72.8,0,0,0.07,0.07,0,0,0.1,0.1
1700061G19Rik,0,0,0.58,0.18,0,2.88,0.13,0.13,0.13,0,0,0,0,0,0,0.11,0.11,0.11,0.45,0.49,0,0.63,0.65,0,0,0,0,0,0.27,0,0,0,0.08,0.08,0,0,0.12,0.12,0,0,0.04,0.04
Vpreb1,10.8,10.8,0.63,2.91,0,1.46,0.57,0.57,0.57,0,0,0,0.83,0.83,0.83,1.22,1.22,1.22,1.38,2.81,0,0.49,5.17,0,2.99,0,0,2.99,1.83,2.48,3.32,2.48,2.5,2.5,1.16,1.16,2.2,2.2,2.26,2.26,0.84,0.84
Src,1.6,1.6,0.17,0,0,0.03,0.95,0.95,0.95,0,0,0,1.29,1.29,1.29,0.4,0.4,0.4,0.76,0,0,2.25,0,0,1.1,1.49,1.49,1.1,1.11,0,0.39,0,0.4,0.4,0.15,0.15,0.9,0.9,0,0,0.63,0.63
Rsf1os2,0,0,0,1.94,25.85,0.55,0.04,0.04,0.04,0.09,0.09,0.09,0,0,0,0,0,0,0.23,0.78,30.93,0,0.55,46.91,0.62,0,0,0.62,0.03,0.33,0,0.33,0.12,0.12,0.17,0.17,0,0,0.17,0.17,0.13,0.13
RP24-544J6.6,0,0,3.3,9.56,96.29,6.44,0,0,0,3.19,3.19,3.19,0,0,0,0.69,0.69,0.69,4.18,0.24,35.17,4.26,0.32,98.33,0.57,0.7,0.7,0.57,3.68,3.26,0,3.26,4.51,4.51,1.94,1.94,2.79,2.79,3.12,3.12,4.07,4.07
Gm28439,172.61,172.61,0,0,0,0,363.38,363.38,363.38,0,0,0,219.78,219.78,219.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phlda1,2.06,2.06,0.88,0,0,3.68,6.39,6.39,6.39,0.97,0.97,0.97,10.41,10.41,10.41,0.79,0.79,0.79,5.33,0.35,0,5.11,0.46,2.69,19.27,0.56,0.56,19.27,3.47,3.69,5.15,3.69,11.68,11.68,2.64,2.64,8.87,8.87,3.66,3.66,2.63,2.63
Gm15466,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,11.26,11.26,11.26,0,0,0,0,0,0,0,8.92,8.92,0,0,0,0,0,0,0,0,0,0.87,0.87,0,0,0.46,0.46
Anapc10,2.85,2.85,3.83,4.86,0,13.24,4.79,4.79,4.79,6.66,6.66,6.66,5.76,5.76,5.76,10.55,10.55,10.55,4.07,0.81,0,5.76,1.86,0,4.4,1.87,1.87,4.4,4.71,6.83,9.82,6.83,8.88,8.88,9.82,9.82,9.62,9.62,4.79,4.79,8.73,8.73
Gm26464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-230J14.10,3.75,3.75,0.44,0,8.74,0.38,0.95,0.95,0.95,0,0,0,1.05,1.05,1.05,0,0,0,0.23,0,0,0.61,0,0,0,0,0,0,0.39,0,0,0,0.83,0.83,0,0,0.33,0.33,0,0,1.46,1.46
Chrne,0,0,0.31,0,0,0,2.45,2.45,2.45,4.9,4.9,4.9,6.67,6.67,6.67,3.09,3.09,3.09,4.52,0.69,0,8.17,0.79,0,0.33,3.41,3.41,0.33,7.26,0,2.34,0,2.58,2.58,1.5,1.5,3.3,3.3,1.45,1.45,2.67,2.67
Gm7928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.67,0.67,0.11,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilf3,26.52,26.52,20.66,54.73,2.15,96.14,39.64,39.64,39.64,40.59,40.59,40.59,46.54,46.54,46.54,50.38,50.38,50.38,35.85,26.71,0,43.44,33.02,0,49.16,47.24,47.24,49.16,45.08,27.39,39.44,27.39,52.52,52.52,28.72,28.72,46.59,46.59,43.29,43.29,42.82,42.82
Gm14322,0,0,0.15,0,0,0,0.11,0.11,0.11,4.4,4.4,4.4,0.35,0.35,0.35,1.04,1.04,1.04,0.72,0.3,0,0,0,0,4.7,0,0,4.7,1.34,1.19,0,1.19,0.23,0.23,0,0,0.34,0.34,0,0,0.16,0.16
Il6st,71.62,71.62,50.9,34.08,25.78,75.03,12.46,12.46,12.46,6.38,6.38,6.38,9.29,9.29,9.29,2.6,2.6,2.6,13.13,3.18,7.99,9.1,2.81,1.11,5.27,4.64,4.64,5.27,19.2,8.62,9.43,8.62,62.24,62.24,6.24,6.24,30.01,30.01,17.25,17.25,70.71,70.71
Kif3a,0,0,1.44,1.21,0,2.74,0.95,0.95,0.95,0.63,0.63,0.63,2.37,2.37,2.37,1.82,1.82,1.82,2.02,0.61,0,1.76,0.97,0,3.66,1.01,1.01,3.66,2.34,3.42,11.34,3.42,2.03,2.03,4.35,4.35,2.52,2.52,9.73,9.73,0.46,0.46
Rnf145,77.1,77.1,73.08,54.25,2.04,95.37,112.75,112.75,112.75,43.82,43.82,43.82,100.16,100.16,100.16,38.86,38.86,38.86,105,14.44,47.44,113.57,29.08,1.17,24.3,8.6,8.6,24.3,106.57,120.63,161.68,120.63,265.29,265.29,99.07,99.07,125.75,125.75,123.56,123.56,137.02,137.02
Igkv4-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps9,4069.58,4069.58,5969.51,2820.02,1019.47,2858.16,2114.06,2114.06,2114.06,1992.25,1992.25,1992.25,1710.15,1710.15,1710.15,1475.61,1475.61,1475.61,3056.29,4101.65,1147.42,1910.65,3291.8,622.15,1675.3,3475.38,3475.38,1675.3,2373,656.13,690.83,656.13,1045.8,1045.8,582.68,582.68,592.74,592.74,531.66,531.66,636.68,636.68
Stx7,17.11,17.11,8.51,10.64,0,20.23,11.45,11.45,11.45,13.61,13.61,13.61,14.16,14.16,14.16,13.27,13.27,13.27,17.53,2.31,0,26.14,4.21,0,14.96,7.45,7.45,14.96,26.7,16.43,21.51,16.43,29.41,29.41,29.82,29.82,35.32,35.32,25,25,41.42,41.42
Gm26587,0,0,0.64,0,52.29,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,19.08,6.92,0.35,11.86,0,0,0,0,6.09,0,0,0,0.24,0.24,0.71,0.71,0,0,0,0,0.12,0.12
Trp53,258.6,258.6,98.38,123.93,21.88,299.73,137.55,137.55,137.55,91.15,91.15,91.15,101.1,101.1,101.1,72.47,72.47,72.47,112.87,139,23.31,91.51,102.11,26.9,105.53,110.94,110.94,105.53,113.7,118.9,107.56,118.9,195.71,195.71,83.66,83.66,141.96,141.96,106.91,106.91,139.38,139.38
Gm4987,0,0,0.14,0,0,1.67,0.27,0.27,0.27,0,0,0,0.28,0.28,0.28,2.48,2.48,2.48,0,7.69,0,0,0,0,0,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trbv13-3,355.44,355.44,174.91,362.26,0,327.27,619.54,619.54,619.54,353.62,353.62,353.62,797.58,797.58,797.58,322.06,322.06,322.06,236.29,231.82,50.22,227.75,294.58,0,509.88,492.33,492.33,509.88,378.19,553.83,594.15,553.83,472.01,472.01,758.24,758.24,356.87,356.87,1367.23,1367.23,420.49,420.49
Msn,525.25,525.25,493.07,330.52,215.47,902.7,724.21,724.21,724.21,392.35,392.35,392.35,778.29,778.29,778.29,487.47,487.47,487.47,553.16,95.06,180.46,698.42,86.95,151.23,325.2,75.46,75.46,325.2,555.49,634.61,998.28,634.61,741.26,741.26,1008.69,1008.69,929.3,929.3,768.09,768.09,733.48,733.48
RP24-457B22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0
Col28a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
Mbip,13.04,13.04,8.9,9.25,0,26.69,14.41,14.41,14.41,13.66,13.66,13.66,16.32,16.32,16.32,7.56,7.56,7.56,19.06,1.42,0,22.53,1.04,0,15.17,7.21,7.21,15.17,26.98,25.18,20.22,25.18,26.58,26.58,21.69,21.69,16.06,16.06,20.85,20.85,20.88,20.88
Tmod2,0,0,0.01,0,0,0,0.01,0.01,0.01,0.22,0.22,0.22,0,0,0,0.05,0.05,0.05,0.1,0.06,0,0.06,0,0,0,0,0,0,0.12,0,1.08,0,0.37,0.37,0,0,0.14,0.14,0,0,0.08,0.08
Pars2,5.82,5.82,7.13,8.04,6.9,21.49,8.17,8.17,8.17,5.55,5.55,5.55,5.75,5.75,5.75,8.55,8.55,8.55,7.9,6.68,0,8.28,2.66,0,1.86,3.82,3.82,1.86,8.69,11.58,13.89,11.58,14.79,14.79,11.61,11.61,11.89,11.89,18.18,18.18,13.68,13.68
Fut1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11336,0,0,0.22,0,0,0,0.53,0.53,0.53,4.84,4.84,4.84,0,0,0,4.37,4.37,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0,0,0.73,0.73,8.52,8.52,0,0
Gm16553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15170,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-468H22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm684,0,0,0,0,0,0,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb1b,0,0,0,0,0,0.08,0.59,0.59,0.59,2.36,2.36,2.36,1.78,1.78,1.78,6.29,6.29,6.29,0.26,0,0,0.68,0,0,3.13,0,0,3.13,0.38,0.68,1.41,0.68,0.66,0.66,5.21,5.21,2.6,2.6,3,3,2.3,2.3
BC001981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snord33,0,0,0,0,0,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rassf5,208.16,208.16,165.96,154.34,75.98,386.52,253.56,253.56,253.56,147.19,147.19,147.19,243.03,243.03,243.03,151.92,151.92,151.92,223.61,82.55,59.54,257.12,84.5,30.09,191.16,142.37,142.37,191.16,291.96,356.14,410.79,356.14,485.63,485.63,342.04,342.04,291.08,291.08,471.56,471.56,357.65,357.65
Ino80b,34.13,34.13,26.6,6.18,21.72,8.64,53.19,53.19,53.19,14.91,14.91,14.91,53.18,53.18,53.18,22.7,22.7,22.7,32.74,4.45,0,32.77,12.04,22.34,7.3,3.39,3.39,7.3,23.83,18.17,16.47,18.17,31.34,31.34,13.32,13.32,36.45,36.45,21.92,21.92,26.28,26.28
Cpeb2,0.37,0.37,1.18,0.94,0,2.46,7.57,7.57,7.57,0.62,0.62,0.62,7.86,7.86,7.86,0.59,0.59,0.59,10.75,0.33,0,12.92,1.83,1.42,3.8,0.41,0.41,3.8,12.05,0.62,8.97,0.62,5.43,5.43,5.46,5.46,15.21,15.21,13.42,13.42,15.66,15.66
Ctsf,0,0,0.12,0,0,0.43,0.11,0.11,0.11,0.48,0.48,0.48,0,0,0,0.31,0.31,0.31,0.65,0.69,0,0.04,0.15,0,0,0,0,0,0.14,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0
Mcam,0.03,0.03,0.1,0,2.67,0.24,0.47,0.47,0.47,0.11,0.11,0.11,3.71,3.71,3.71,0.99,0.99,0.99,1.22,0,2.95,1.41,0,9.15,0.89,0.45,0.45,0.89,1.47,0,0.52,0,0.12,0.12,0.72,0.72,0.3,0.3,1.49,1.49,0.32,0.32
Slc38a8,0,0,0,0,0,0.29,0.03,0.03,0.03,0,0,0,0.11,0.11,0.11,0,0,0,0.03,0,0,0.1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.67,0.67,0.99,0.99,1.24,1.24
Mapre1,97.62,97.62,84.88,78.4,219.33,207.28,85.76,85.76,85.76,95.55,95.55,95.55,89.13,89.13,89.13,122.05,122.05,122.05,112.23,13.04,103.94,133.96,12.93,97.74,110.15,31.87,31.87,110.15,162.49,126.52,134.68,126.52,118.26,118.26,133.1,133.1,161.18,161.18,74.26,74.26,157.28,157.28
Gltscr1,23.19,23.19,15.13,2.07,5.33,3.58,44.86,44.86,44.86,2.5,2.5,2.5,39.21,39.21,39.21,3.09,3.09,3.09,23.07,4.99,1.47,25.79,7.87,0.91,1.83,7.61,7.61,1.83,25.88,1.35,5.57,1.35,6.52,6.52,4.74,4.74,3.93,3.93,8.62,8.62,5.14,5.14
Gm13301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0.05,0.05
Trappc6b,60.43,60.43,42.88,81.69,0,56.6,64.23,64.23,64.23,71.43,71.43,71.43,61.45,61.45,61.45,82.46,82.46,82.46,68.76,26.9,0,86.77,44.68,0,57.03,33.16,33.16,57.03,73.25,73.97,82.64,73.97,92.51,92.51,115,115,86.12,86.12,88.1,88.1,93.36,93.36
Gm7502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,2.52,2.52,0.11,1.26,0,0,1.82,0,2.06,0,0,2.06,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0,0
Chaf1a,1.9,1.9,0.74,0.14,0,2.16,4.35,4.35,4.35,3.52,3.52,3.52,7.07,7.07,7.07,14.37,14.37,14.37,2.06,1.96,0,3.42,1.81,0,6.57,3.31,3.31,6.57,6.72,9.77,41.78,9.77,3.01,3.01,13.92,13.92,56.91,56.91,10.26,10.26,14.67,14.67
Rgs2,33.64,33.64,9.7,2.14,0,15.04,18.56,18.56,18.56,2.46,2.46,2.46,19.33,19.33,19.33,1.78,1.78,1.78,33.72,3.47,0,41.1,2.95,0,56.87,73.48,73.48,56.87,31.82,16.77,6.99,16.77,16.31,16.31,13.85,13.85,13.16,13.16,26.47,26.47,18.62,18.62
Smarcd2,95.95,95.95,65.17,26.88,238.83,36.57,153.54,153.54,153.54,22.24,22.24,22.24,153.49,153.49,153.49,26.3,26.3,26.3,110.84,14.59,268.24,121.53,16.83,165.56,23.49,14.72,14.72,23.49,128.47,165.88,203.45,165.88,200.58,200.58,150.38,150.38,178.55,178.55,183.92,183.92,149.4,149.4
RP23-204A8.1,0,0,0.02,0,0,0.06,0,0,0,0.15,0.15,0.15,0,0,0,0.14,0.14,0.14,0,0.21,0,0.04,0,0,0.73,0,0,0.73,0.04,0,0,0,0.05,0.05,0.27,0.27,0,0,0.26,0.26,0.11,0.11
Fbxl20,17.65,17.65,9.38,8.29,0,11.82,26.58,26.58,26.58,11.85,11.85,11.85,30.16,30.16,30.16,4.11,4.11,4.11,24.34,2,5.78,34.32,3.3,1.68,7.57,3.1,3.1,7.57,30.59,4.35,3.23,4.35,19.93,19.93,20.65,20.65,13.46,13.46,17.11,17.11,19.35,19.35
Ccrl2,3.37,3.37,1.88,1.38,0,0.59,4.13,4.13,4.13,2.02,2.02,2.02,3.44,3.44,3.44,10.18,10.18,10.18,1.68,1.12,0,3.43,2.54,0,3.05,3.39,3.39,3.05,24.1,21.42,8.48,21.42,13.33,13.33,20.01,20.01,63.84,63.84,152.34,152.34,202.9,202.9
Gm12742,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gnrh1,0,0,0.21,0,0,0,3.46,3.46,3.46,1.25,1.25,1.25,2.82,2.82,2.82,0,0,0,2.73,0,0,4.02,0,0,0,0.65,0.65,0,4.08,0,0,0,0.5,0.5,0,0,0,0,0,0,0.51,0.51
WI1-1749A12.1,0,0,0.02,0.63,6.33,0.05,0.21,0.21,0.21,0,0,0,0.03,0.03,0.03,0.13,0.13,0.13,0.03,0,0,0.07,0.25,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.24,0.24
Gm37981,0,0,0.1,0,0,0,0.18,0.18,0.18,0,0,0,0,0,0,0,0,0,0.47,0,0,1.41,0,0,0,0,0,0,0.99,0,0,0,0.24,0.24,0,0,0.23,0.23,2.14,2.14,0.25,0.25
Ppwd1,5.08,5.08,4.37,8.17,3.17,6.47,12.97,12.97,12.97,4.49,4.49,4.49,12.06,12.06,12.06,4.54,4.54,4.54,12.72,1.88,0,13.94,0.99,0,5.09,1.35,1.35,5.09,18.21,3.59,3.77,3.59,7.01,7.01,4.2,4.2,6.58,6.58,3.13,3.13,7.11,7.11
Gm11400,0,0,0.31,3.47,0,1.06,3.89,3.89,3.89,5.25,5.25,5.25,4.82,4.82,4.82,4.49,4.49,4.49,3.71,6.92,0,4.22,9.67,4.62,2.53,6.61,6.61,2.53,3.63,0,0,0,4.63,4.63,1.07,1.07,2.48,2.48,0,0,3.01,3.01
Col9a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bckdhb,19.59,19.59,3.86,5.48,5.74,13.11,6.63,6.63,6.63,9.16,9.16,9.16,2.45,2.45,2.45,1.66,1.66,1.66,12.8,2.92,0,11.66,5.05,0,1.19,1.97,1.97,1.19,19.77,13.65,5.15,13.65,10.35,10.35,3.54,3.54,2.4,2.4,2.39,2.39,4.74,4.74
Gm14780,0,0,0,0,0,0,0,0,0,0.44,0.44,0.44,0,0,0,0.32,0.32,0.32,0,0.16,0,0,0.21,3.71,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0
Etaa1,10.01,10.01,5.16,2.46,0,5.28,18.07,18.07,18.07,2.79,2.79,2.79,19.1,19.1,19.1,5.76,5.76,5.76,18.37,0.51,0,23.4,1.14,2.36,8.94,0.39,0.39,8.94,22.14,10.82,11.9,10.82,14.75,14.75,11.5,11.5,14.87,14.87,12.78,12.78,18.27,18.27
Ptprh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.24,0,0,0,0,0,0,0,0
