,Naive_Kaech_Kaech,Naive_Kaech_Chung,Naive_Mackay_Chung,Naive_MilnerAug_Chung,Naive_Renkema_Chung,Naive_Scott_Scott,MP_Kaech_Chung,MP_Kaech_Kaech,MP_Kaech_Scott,MP_MilnerAug_Kaech,MP_MilnerAug_Scott,MP_MilnerAug_Chung,TE_Kaech_Chung,TE_Kaech_Kaech,TE_Kaech_Scott,TE_MilnerAug_Kaech,TE_MilnerAug_Scott,TE_MilnerAug_Chung,TCM_Mackay_Chung,TCM_MilnerAug_Chung,TCM_Renkema_Chung,TEM_Mackay_Chung,TEM_MilnerAug_Chung,TEM_Renkema_Chung,TRM.IEL_Milner17_Milner17,TRM.IEL_MilnerApr_Chung,TRM.IEL_MilnerApr_Milner17,TRM.IEL_Milner17_Chung,TRM.liver_Mackay_Chung,TexProg1_Beltra_Beltra,TexProg2_Beltra_Beltra,TexProg_Beltra_Chung,TexProg_Hudson_Chung,TexProg_Hudson_Beltra,TexInt_Beltra_Beltra,TexInt_Beltra_Chung,TexInt_Hudson_Chung,TexInt_Hudson_Beltra,TexTerm_Beltra_Beltra,TexTerm_Beltra_Chung,TexTerm_Hudson_Chung,TexTerm_Hudson_Beltra
Snora30,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,4.38,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59,6.59,0,0,0,0
4930438A08Rik,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tnfrsf13c,4.6,4.6,0.78,0,0,2.92,5.09,5.09,5.09,6.45,6.45,6.45,4.17,4.17,4.17,7.27,7.27,7.27,2.62,1.68,0,4.06,0.63,0,2.18,0.11,0.11,2.18,2.24,17.96,16.62,17.96,3.25,3.25,12.79,12.79,11.07,11.07,3.18,3.18,0.42,0.42
Chodl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.35,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ang4,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpl31-ps4,0,0,0,0,0,0,0.29,0.29,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp141,17.81,17.81,5.75,14.06,6.72,13.16,14.26,14.26,14.26,7.72,7.72,7.72,10.66,10.66,10.66,11.4,11.4,11.4,19.42,2.18,0,16.19,2.54,0,13.94,1.93,1.93,13.94,27.97,9.71,11.53,9.71,18.05,18.05,9.97,9.97,11.3,11.3,15.42,15.42,18.79,18.79
Gm15925,2.62,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0
Cubn,0,0,0.01,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0.69,0.07,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02
Tmem9,21.84,21.84,23.06,27.23,0,41.03,10.96,10.96,10.96,16.06,16.06,16.06,7.36,7.36,7.36,12.44,12.44,12.44,8.99,9.45,0,5.87,7.57,0,19.41,21.51,21.51,19.41,14.81,22.21,22.19,22.21,34.07,34.07,18.32,18.32,22.58,22.58,24.07,24.07,29.74,29.74
Vwa5a,9.05,9.05,8.37,12.5,1.74,16.95,3.16,3.16,3.16,6.86,6.86,6.86,0.61,0.61,0.61,2.44,2.44,2.44,14.5,1.84,0,11.35,1.13,0,3.35,2.3,2.3,3.35,20.81,30.26,29.43,30.26,42.62,42.62,13.96,13.96,22.94,22.94,25.84,25.84,27.44,27.44
Gm25243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem131,39.87,39.87,17.88,7.39,12.49,2.26,31.59,31.59,31.59,3.52,3.52,3.52,33.52,33.52,33.52,4.46,4.46,4.46,22.62,0.77,2.4,26.1,2.35,4.45,2.26,1.49,1.49,2.26,22.44,3.82,3.68,3.82,15.84,15.84,5.99,5.99,11.41,11.41,6,6,10.88,10.88
6720427I07Rik,0,0,0.36,8.01,0,0.31,0.97,0.97,0.97,1.59,1.59,1.59,0.87,0.87,0.87,1.3,1.3,1.3,2.84,0.49,0,3.75,0,0,2.63,0.56,0.56,2.63,1.45,0,0,0,0.53,0.53,0.97,0.97,0.04,0.04,0,0,0.15,0.15
Mir22,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tstd1,0.23,0.23,1.48,3.3,0,0.96,6,6,6,7.95,7.95,7.95,6.55,6.55,6.55,4.33,4.33,4.33,3.5,2.55,0,6.44,0.83,0,0,0,0,0,2.51,2.44,0,2.44,4.03,4.03,0,0,5.34,5.34,6.2,6.2,3.64,3.64
Fabp12,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110002L01Rik,9.41,9.41,4.51,8.47,14.28,5.24,15.45,15.45,15.45,6.53,6.53,6.53,14.06,14.06,14.06,9.14,9.14,9.14,16.79,5.42,9.77,17.25,2.78,7.18,2.69,3.44,3.44,2.69,12.55,4.91,6.94,4.91,13.4,13.4,9.07,9.07,10.46,10.46,4.6,4.6,9.21,9.21
RP24-132B11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.23,46.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stxbp3,40.31,40.31,19.05,40.69,0,37.34,47.93,47.93,47.93,21.08,21.08,21.08,53.01,53.01,53.01,22.52,22.52,22.52,46.43,9.94,0,61.33,15.53,0,18.47,8.59,8.59,18.47,47.69,42.47,50.9,42.47,39.92,39.92,39.11,39.11,31.44,31.44,36.48,36.48,36.43,36.43
Rptn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0.07,0,0,0,0,0,0,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc96,0,0,0.04,0,4.06,0,0.19,0.19,0.19,0,0,0,0.12,0.12,0.12,0,0,0,0,0,0,0.11,0.55,5.56,0,0,0,0,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0.03,0.03
Wap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6781,0,0,0,2.22,0,0.23,0.07,0.07,0.07,0,0,0,0.07,0.07,0.07,0.74,0.74,0.74,0,0,0,0,0,0,0,0.64,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id1,0,0,0,0,0,0.13,0.42,0.42,0.42,0,0,0,0.35,0.35,0.35,0.61,0.61,0.61,1.13,0,0,0.38,0,0,0.68,0,0,0.68,0.42,0,0,0,0.63,0.63,0,0,0.47,0.47,0,0,0,0
Scaper,12.6,12.6,3.83,4.57,0,6.49,7.64,7.64,7.64,4.57,4.57,4.57,6.71,6.71,6.71,2.95,2.95,2.95,6.78,2.09,1.53,6.35,2.59,0,6.07,2.3,2.3,6.07,9.7,5.91,7.51,5.91,10.56,10.56,5.93,5.93,6.99,6.99,7.18,7.18,7.63,7.63
RP23-214L4.7,0.77,0.77,0.02,1.15,0,0,0.58,0.58,0.58,0,0,0,0.24,0.24,0.24,0.2,0.2,0.2,0.45,0,0,0.62,0,0,0,0,0,0,0.64,0,0,0,0.19,0.19,0,0,0,0,0,0,0.11,0.11
Slpi,14.56,14.56,10.59,7.52,0,10.97,2.64,2.64,2.64,0.94,0.94,0.94,1.05,1.05,1.05,0,0,0,31.37,0,0,19.61,0,0,0,0,0,0,15.3,46.03,0,46.03,0.54,0.54,2.57,2.57,2.83,2.83,0,0,1.72,1.72
Bbs10,2.18,2.18,0.51,0.18,0,1.05,1.2,1.2,1.2,0.76,0.76,0.76,0.77,0.77,0.77,0.32,0.32,0.32,2.12,0.8,0,1.71,0.42,0,0.89,0,0,0.89,2.11,1.51,0,1.51,0.44,0.44,0.39,0.39,0.97,0.97,0.94,0.94,2.12,2.12
Gm36975,0,0,0,1.13,8.44,0.08,0,0,0,0,0,0,0,0,0,0.17,0.17,0.17,0,0.88,4.65,0,0,2.89,0,0.24,0.24,0,0,0.31,0,0.31,0.13,0.13,0,0,0.12,0.12,0.61,0.61,0.61,0.61
RP23-365O8.3,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,5.08,0,0,0,0,0,0,3.78,0,0,0,0,0,0,0,1.1,1.1,0,0,0,0
Alox15,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0.23,0,0,0,0,0,0,1.38,0,0.31,0,0,0,0,0,0.04,0.04,0,0,0,0
Wbscr27,2.05,2.05,8.42,8.62,2.64,30.29,7.67,7.67,7.67,12.83,12.83,12.83,1.85,1.85,1.85,4.01,4.01,4.01,16.65,18.38,0,7.59,16.93,0,2.29,0,0,2.29,4.65,16.24,12.07,16.24,12.78,12.78,2.24,2.24,4.23,4.23,1.68,1.68,2.17,2.17
Gm6378,0,0,0.13,0,0,0.36,0.23,0.23,0.23,0,0,0,0,0,0,0,0,0,0,5.49,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0.53,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0
RP23-123I10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hebp1,0,0,0.77,0,0,0,0.92,0.92,0.92,0,0,0,0.37,0.37,0.37,0,0,0,5.54,0,0,4.3,0,0,0,0,0,0,0.91,0.65,0,0.65,0,0,4.19,4.19,0.28,0.28,0,0,0.78,0.78
Tmem265,0,0,1.66,10.83,0,0.75,0,0,0,5.1,5.1,5.1,0.61,0.61,0.61,6.96,6.96,6.96,0.56,2.18,0,0,4.17,0,6.1,7.33,7.33,6.1,0,17.23,12.45,17.23,9.13,9.13,9.92,9.92,16.94,16.94,13.24,13.24,6.97,6.97
Upf3b,26.8,26.8,7.2,11.41,3.21,3.5,32.69,32.69,32.69,12.63,12.63,12.63,32.72,32.72,32.72,15.82,15.82,15.82,27.54,6.34,3.54,34.97,5.88,0,18.12,6.53,6.53,18.12,37.37,5.45,9.85,5.45,10.88,10.88,6.38,6.38,11,11,6.56,6.56,10.91,10.91
Fez1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diap2,5.27,5.27,3.88,4.77,2.23,1.36,9.79,9.79,9.79,0.93,0.93,0.93,7.56,7.56,7.56,0.72,0.72,0.72,10.23,0.8,1.9,12.33,0.34,4.27,0.17,0.74,0.74,0.17,7.76,3.05,8.34,3.05,7.3,7.3,5.58,5.58,3.49,3.49,3.9,3.9,3.21,3.21
Prnd,0,0,0,0.37,0,0,0,0,0,0.09,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04
Wnk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0.03,0.03
Gm8840,0,0,0,4.02,0,0,0,0,0,2.95,2.95,2.95,0,0,0,0,0,0,0,5.32,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapgef4os3,0,0,0.51,1.77,60.67,0,0,0,0,0.08,0.08,0.08,0,0,0,0,0,0,0.5,0,27.74,0.23,0,8.6,0,0.06,0.06,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0
Cad,33.62,33.62,19.35,9.8,26.41,23.39,24.81,24.81,24.81,7.67,7.67,7.67,17.63,17.63,17.63,4.82,4.82,4.82,25.82,6.1,2.57,23.44,12.42,19.98,2.52,3.93,3.93,2.52,24.3,5.84,8.87,5.84,40.52,40.52,11.9,11.9,28.14,28.14,6.46,6.46,21.33,21.33
Gm27869,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42,8.42,0,0,0,0,0,0,0,0
RP23-235G13.3,0,0,0.01,0.13,0,0,0.17,0.17,0.17,0,0,0,0.04,0.04,0.04,0,0,0,0.11,0,2.2,0.04,0,0,0.26,0,0,0.26,0.12,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03
RP24-238J9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brd4,74.53,74.53,37.45,33.84,6.83,28.39,125.63,125.63,125.63,24.53,24.53,24.53,138.73,138.73,138.73,26.7,26.7,26.7,59.35,13.58,3.95,78.72,18.58,8.47,30.18,22.88,22.88,30.18,82.5,62.38,74.43,62.38,131.26,131.26,95.98,95.98,119.35,119.35,97.72,97.72,132.12,132.12
8430419K02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-171J16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.06,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13884,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrpl41,56.09,56.09,38.9,64.79,0,80.39,52.81,52.81,52.81,50.15,50.15,50.15,46.45,46.45,46.45,64.58,64.58,64.58,48.05,35.58,13.01,49.7,48.23,0,56.27,64.8,64.8,56.27,45.17,75.84,174.87,75.84,85.7,85.7,138.17,138.17,79.45,79.45,129.64,129.64,86.08,86.08
Gm27199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pik3r5,73.84,73.84,34,33.22,5.07,32.59,195.07,195.07,195.07,57.43,57.43,57.43,193.15,193.15,193.15,66.88,66.88,66.88,179.62,43.61,7.9,228.16,64.79,16.74,17.63,13.68,13.68,17.63,110.75,33.1,106.71,33.1,68.13,68.13,105.22,105.22,127.82,127.82,75.48,75.48,87.49,87.49
Gm37271,0,0,0.04,0.18,0,0.05,0.03,0.03,0.03,0,0,0,0.03,0.03,0.03,0,0,0,0.06,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,0,0.23,0.23,0,0,0.04,0.04
Ly96,3.5,3.5,1.72,2.88,0,2.82,5.41,5.41,5.41,10.58,10.58,10.58,8.26,8.26,8.26,19.74,19.74,19.74,4.89,1,0,3.45,5.8,10.76,12.66,2.85,2.85,12.66,4.32,20.19,13.34,20.19,28.8,28.8,25.62,25.62,5.94,5.94,4.47,4.47,5.07,5.07
A930015D03Rik,0,0,0.23,7.79,15.1,0,1.99,1.99,1.99,2.25,2.25,2.25,1.83,1.83,1.83,8.82,8.82,8.82,0,2.51,16.55,0.27,6.3,15.42,5.36,2.4,2.4,5.36,0.31,6.04,9.98,6.04,0.23,0.23,9.05,9.05,0,0,6.4,6.4,0,0
4930581F22Rik,11.81,11.81,4.71,11.71,0,3.56,81.83,81.83,81.83,37.88,37.88,37.88,74.22,74.22,74.22,20.69,20.69,20.69,95.83,10.25,68.9,119.36,22.49,82.95,12.68,15.85,15.85,12.68,105.41,9.81,12.23,9.81,24.25,24.25,11.39,11.39,13.95,13.95,7.86,7.86,12.87,12.87
Gm17813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.87,0,0,0,0
Slc6a9,0,0,0.28,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.89,0,0.89,0.55,0.55,3.14,3.14,0,0,0,0,0,0
Gm5555,0.2,0.2,0.11,0.91,0,0.17,0.24,0.24,0.24,2.03,2.03,2.03,0.83,0.83,0.83,3.68,3.68,3.68,0.18,0.38,0,0,0.48,0,0,1.21,1.21,0,0.78,0,0,0,0.56,0.56,0.66,0.66,0.39,0.39,0,0,0.14,0.14
9130011E15Rik,4.47,4.47,4.78,5.35,0,8.58,7.66,7.66,7.66,3.98,3.98,3.98,7.15,7.15,7.15,6.72,6.72,6.72,6.58,2.04,0,7.72,1,0,4.74,2.52,2.52,4.74,6.49,9.41,5.97,9.41,11.96,11.96,9.09,9.09,9.43,9.43,8,8,10.21,10.21
Coro2a,16.56,16.56,17.3,11.46,79.59,12.49,27.4,27.4,27.4,6.43,6.43,6.43,28,28,28,6.59,6.59,6.59,54.61,9.18,103.22,83.97,13.51,88.96,60.88,73.32,73.32,60.88,330.78,25.68,27.96,25.68,49.87,49.87,66.6,66.6,148.37,148.37,84.15,84.15,196.68,196.68
Ly6g,4.64,4.64,0,0,0,0,0,0,0,0,0,0,1.58,1.58,1.58,2.56,2.56,2.56,0.57,0,0,0.09,0,0,0,0,0,0,0,0.78,0,0.78,0,0,0,0,0,0,0,0,0,0
Eif4g1,135.19,135.19,70.45,41.89,90.97,32.07,208.77,208.77,208.77,28.52,28.52,28.52,200.32,200.32,200.32,28.83,28.83,28.83,149.37,19.24,184.96,155.3,24.14,24.21,23.22,14.52,14.52,23.22,183.84,32.92,57.69,32.92,115.48,115.48,48.79,48.79,111.27,111.27,74.88,74.88,104.19,104.19
Camkk1,0.84,0.84,2.17,1.78,0,3.95,1.29,1.29,1.29,0.76,0.76,0.76,1.3,1.3,1.3,0.89,0.89,0.89,2.84,1.45,0,4.84,0.25,0,1.41,1.93,1.93,1.41,3.9,3.37,3.44,3.37,9.26,9.26,2.21,2.21,2.74,2.74,8.25,8.25,6.64,6.64
Phb2,180.21,180.21,150.48,93.58,204.2,234.24,152.34,152.34,152.34,155.65,155.65,155.65,155.95,155.95,155.95,118.35,118.35,118.35,133.87,131.62,13.51,135.37,112.49,8.39,116.61,168.43,168.43,116.61,114.21,147.92,183.02,147.92,159.16,159.16,133.18,133.18,157.94,157.94,142.12,142.12,118.02,118.02
C230062I16Rik,0,0,0.14,1.25,0,0.84,0.85,0.85,0.85,0.38,0.38,0.38,0.66,0.66,0.66,0.38,0.38,0.38,1.01,1.03,0,0.85,0.5,0,0,0,0,0,2.11,0,0,0,0.95,0.95,0,0,0.53,0.53,0.45,0.45,1.34,1.34
Lpcat4,35,35,22.82,12.9,25.86,47.59,138.93,138.93,138.93,22.63,22.63,22.63,137.97,137.97,137.97,21.91,21.91,21.91,89.91,16.02,28.15,102.64,18.26,17.52,6.41,10.02,10.02,6.41,77.04,103.14,170.15,103.14,274.05,274.05,98.09,98.09,264.07,264.07,110.93,110.93,259.39,259.39
Gm16274,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapgefl1,0,0,0.41,0,0,0.47,0.51,0.51,0.51,0,0,0,0.73,0.73,0.73,0,0,0,0.1,0,0,0.57,1.51,0,0,0,0,0,0.98,0,0,0,0.27,0.27,0.54,0.54,0.2,0.2,0,0,0.98,0.98
Tctn3,9.83,9.83,3.66,6.06,10.81,5.53,6.48,6.48,6.48,0.6,0.6,0.6,6.25,6.25,6.25,2.78,2.78,2.78,7.05,2.41,2.98,8.15,1.06,0,1.44,5.28,5.28,1.44,8.98,7.75,11.65,7.75,19.52,19.52,4.93,4.93,10.2,10.2,18.72,18.72,14.85,14.85
Mdn1,34.07,34.07,8.22,20.49,1.93,8.62,30.97,30.97,30.97,10.4,10.4,10.4,13.7,13.7,13.7,4.16,4.16,4.16,48.24,10.48,3,37.05,10.2,1.33,7.36,6.69,6.69,7.36,53.88,1.25,8.53,1.25,8.91,8.91,2.39,2.39,5.57,5.57,1.54,1.54,4.93,4.93
Acsl3,8.67,8.67,2.5,5.26,0,2.66,0.72,0.72,0.72,0,0,0,0.44,0.44,0.44,0,0,0,0.53,0,0,0.29,0,0,0,1.91,1.91,0,2.35,0.89,0,0.89,1.55,1.55,0,0,0.65,0.65,0,0,0,0
Ndfip1,203.79,203.79,179.74,99.49,9.42,432.6,329.3,329.3,329.3,206.05,206.05,206.05,314.29,314.29,314.29,233.31,233.31,233.31,243.97,87.21,20.61,287.77,96.45,6.41,265,186.52,186.52,265,356.89,602.9,743.81,602.9,608.03,608.03,560.5,560.5,647.95,647.95,774.57,774.57,762.5,762.5
Olfr754-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0
Ighv6-3,55.06,55.06,1.54,0,0,0,0.34,0.34,0.34,0,0,0,2.81,2.81,2.81,3.38,3.38,3.38,2.64,0,0,1.8,0,28.71,0,1.4,1.4,0,30.81,0,0,0,0.41,0.41,0,0,0,0,0,0,1.27,1.27
5730455P16Rik,3.97,3.97,4,6.66,0,5.79,9.32,9.32,9.32,6.71,6.71,6.71,9.92,9.92,9.92,10.62,10.62,10.62,8.01,1.69,1.75,9.62,4.98,0,5.5,2.31,2.31,5.5,11.16,5.24,8.22,5.24,8.03,8.03,8.32,8.32,7.82,7.82,6.95,6.95,7.63,7.63
Zswim6,12.18,12.18,8.91,2.2,0,0.37,21.66,21.66,21.66,0.82,0.82,0.82,26.97,26.97,26.97,2.52,2.52,2.52,18.87,1.23,0,23.44,2.14,1.79,3.93,1.33,1.33,3.93,18.01,1.06,2.98,1.06,5.09,5.09,2.23,2.23,5.53,5.53,3.83,3.83,8.44,8.44
Pld4,25.4,25.4,1.52,0,0,0.43,6.57,6.57,6.57,14.4,14.4,14.4,5.72,5.72,5.72,5.75,5.75,5.75,6.29,1.27,0,3.36,0.15,0,8.61,0.77,0.77,8.61,3.98,13.38,1.95,13.38,3.7,3.7,1.44,1.44,0.79,0.79,0.28,0.28,0.75,0.75
n-R5s25,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.6,0,0,270.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nxph2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp956,8.19,8.19,5.32,7.65,0,8.15,15.12,15.12,15.12,7.73,7.73,7.73,11.49,11.49,11.49,8.72,8.72,8.72,16.66,10.03,0,20.83,13.29,0,5.65,9.06,9.06,5.65,23.11,15.2,23.5,15.2,31,31,15.69,15.69,26.02,26.02,37.72,37.72,41.24,41.24
Cript,18.31,18.31,57.75,91.59,0,110.52,54.73,54.73,54.73,140.29,140.29,140.29,72.85,72.85,72.85,174.61,174.61,174.61,65.48,21.86,0,85.08,27.49,0,134.33,28.88,28.88,134.33,64.63,86.91,92.57,86.91,109.49,109.49,143.08,143.08,130.35,130.35,120.09,120.09,114.97,114.97
Timm8a2,0,0,0.16,3.45,0,0,0.09,0.09,0.09,0,0,0,0.53,0.53,0.53,0,0,0,0.33,0.59,0,0.85,0.77,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp1r14b,188.28,188.28,90.19,17.27,0,38.68,69.83,69.83,69.83,5.47,5.47,5.47,49.23,49.23,49.23,0.55,0.55,0.55,68.03,7.11,0,44.64,6.12,0,1.4,6.68,6.68,1.4,47.11,98.55,105.17,98.55,78.39,78.39,42.19,42.19,67.02,67.02,43.92,43.92,34.89,34.89
Itpripl2,1.48,1.48,0.36,0,0,0.05,8.37,8.37,8.37,0.16,0.16,0.16,6.27,6.27,6.27,0.16,0.16,0.16,7.5,0.18,1.14,10.54,0.48,0,0.34,0.35,0.35,0.34,19.57,0.28,0.68,0.28,1.12,1.12,1.02,1.02,2.82,2.82,1.33,1.33,4.86,4.86
4930415H17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snora3,0,0,0,0,0,0,8.31,8.31,8.31,0,0,0,0,0,0,0,0,0,8.44,0,0,10.98,0,0,0,0,0,0,1.01,0,0,0,7.02,7.02,0,0,0,0,0,0,0,0
Ptprv,0.46,0.46,0.87,7.96,0,0,13.01,13.01,13.01,33.9,33.9,33.9,8.76,8.76,8.76,15.99,15.99,15.99,14.86,18.93,0,19.64,22.65,0,5.08,18.01,18.01,5.08,16.15,0.94,3.14,0.94,10.72,10.72,15.69,15.69,5,5,4.97,4.97,5.62,5.62
Pafah2,2.12,2.12,0.96,0.45,0,1.88,1.24,1.24,1.24,0.73,0.73,0.73,1.19,1.19,1.19,0.36,0.36,0.36,1.97,0,0,1.02,0.36,0,0.61,0.29,0.29,0.61,3.31,0.16,1,0.16,1.2,1.2,1.46,1.46,0.71,0.71,0.24,0.24,0,0
Polg,54.11,54.11,21.05,24.26,1.8,49.39,50.95,50.95,50.95,31.28,31.28,31.28,54.06,54.06,54.06,27.81,27.81,27.81,73.99,9.53,40,90.04,13.86,7.17,15.06,7.2,7.2,15.06,72.51,30.29,60.59,30.29,127.96,127.96,42.77,42.77,70.31,70.31,39.49,39.49,56.25,56.25
RP24-325G15.2,0,0,0.06,1.86,0,0.21,0,0,0,0.64,0.64,0.64,0.11,0.11,0.11,1.14,1.14,1.14,0,2.04,0,0,0,0,0.93,0,0,0.93,0,0,0,0,0,0,0,0,0.14,0.14,0,0,0,0
Dnase1,0,0,1.68,1.57,73.81,0.81,0,0,0,2.05,2.05,2.05,0,0,0,1.85,1.85,1.85,7.99,5.92,39.12,11.2,2.05,32.12,8.41,1.07,1.07,8.41,8.58,0.56,2.75,0.56,4.42,4.42,0.39,0.39,7.1,7.1,1.49,1.49,6.02,6.02
Gm26729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13552,0,0,0.42,0,0,0,1.1,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72,0,0,9,9,0,0,11.31,11.6,11.31,0,0,0,0,0,0,0,0,0,0
Spon2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.07,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0
1810013D15Rik,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0
